-0.5,4,A,1,M,0,I
4,8,A,2,m,0,ii
8,16,A,5,D7,0,V7
16,20,A,1,M,0,I
20,22,A,5,D7,0,V7
22,24,A,1,M,0,I
24,26,A,5,D7,3,V42
26,28,A,1,M,1,I6
28,30,A,5,D7,1,V65
30,31,A,1,M,0,I
31,32,E,5,D7,0,V7
32,33,E,1,M,0,I
33,34,E,5,D7,0,V7
34,35,E,1,M,0,I
35,36,E,5,D7,0,V7
36,40,E,1,M,0,I
40,48,A,1,M,0,I
48,50,A,5,D7,3,V42
50,52,A,1,M,1,I6
52,54,A,5,D7,1,V65
54,56,A,1,M,0,I
56,58,A,5,D7,0,V7
58,58.5,A,1,M,0,I
58.5,59,A,5,M,1,V6
59,59.5,A,1,M,0,I
59.5,60,A,4,M,1,IV6
60,61,A,1,M,2,I64
61,62,A,5,D7,0,V7
62,66,A,1,M,0,I
66,70,A,5,D7,3,V42
70,74,A,1,M,1,I6
74,76,B,5,D7,1,V65
76,78,B,6,m,1,vi6
78,80,B,2,m,1,ii6
80,82,B,5,D7,0,V7
82,83,B,1,M,0,I
83,84,B,5/4,D7,0,V7/IV
84,85,B,4,M,1,IV6
85,86,B,5,D7,3,V42
86,87,B,1,M,0,I
87,88,B,5/4,D7,0,V7/IV
88,89,B,4,M,1,IV6
89,90,B,5,D7,3,V42
90,98,B,1,M,0,I
98,102,e,5,D7,3,V42
102,106,e,1,m,1,i6
106,112,e,7,d7,0,vii-7
112,114,e,5,D7,1,V65
114,118,e,1,m,0,i
118,121,e,7,d7,1,vii-65
121,122,G,5,D7,1,V65
122,126,G,1,M,0,I
126,129,G,7,d7,1,vii-65
129,130,B-,5,D7,1,V65
130,134,B-,1,M,0,I
134,136,B-,7/6,d7,2,vii-43/vi
136,138,B-,5/3,D7,1,V65/iii
138,140,e,5/3,D7,0,V7/III
140,142,e,5,D7,0,V7
142,144,e,5/4,D7,0,V7/iv
144,146,e,5/2,D7,1,V65/ii
146,148,e,2,h7,0,ii=7
148,165.5,e,7,d7,1,vii-65
165.5,166,e,5,M,0,V
166,170,E,1,M,1,I6
170,172,E,5/5,D7,1,V65/V
172,174,E,5,D7,0,V7
174,178,E,1,M,0,I
178,180,E,5/5,D7,1,V65/V
180,182,E,5,D7,0,V7
182,186,E,1,M,0,I
186,190,E,5,D7,0,V7
190,194,E,1,M,0,I
194,196,E,5,D7,3,V42
196,198,E,3,m,1,iii6
198,200,E,6,m,1,vi6
