-0.5,15,exp,1st,a
15.5,22.5,exp,1st,b
22.5,39,exp,1st,b'
39.5,43,exp,1st,a'
43.5,50.5,exp,1st,b
50.5,62.166666666666664,exp,1st,b''
62,70.16666666666667,exp,tr,c
70,82.5,exp,tr,c'
82,114.25,exp,tr,d
114,121,exp,2nd,e
121,129,exp,2nd,e
129,137,exp,2nd,e
137,151,exp,2nd,e'
150,166.5,exp,2nd,a''
166,174.5,exp,2nd,f
174,182.16666666666666,exp,2nd,f'
182,190.16666666666666,exp,coda,c
190,206.5,exp,coda,c''
206,214.5,exp,coda,g
214,231,exp,coda,g'
233.5,249,exp,1st,a
249.5,256.5,exp,1st,b
256.5,273,exp,1st,b'
273.5,277,exp,1st,a'
277.5,284.5,exp,1st,b
284.5,296.1666666666667,exp,1st,b''
296,304.1666666666667,exp,tr,c
304,316.5,exp,tr,c'
316,348.25,exp,tr,d
348,355,exp,2nd,e
355,363,exp,2nd,e
363,371,exp,2nd,e
371,385,exp,2nd,e'
384,400.5,exp,2nd,a''
400,408.5,exp,2nd,f
408,416.1666666666667,exp,2nd,f'
416,424.16666666666663,exp,coda,c
424,440.5,exp,coda,c''
440,448.5,exp,coda,g
448,465,exp,coda,g'
468,476,dev,d1,g''
476,492.25,dev,d1,a
492,504.25,dev,d1,a'''
505.5,516.25,dev,d1,a'''
517.5,553.5,dev,d1,a''''
553.5,560.5,dev,d2,b
560.5,572.5,dev,d2,b''
572,582.5,dev,d2,b
582.5,594.5,dev,d2,b''
593.5,609.5,dev,d2,b'''
609.5,616.5,dev,d2,b''''
615.5,626.5,dev,rtr,b''''
625.5,636.5,dev,rtr,b''''
636,678.5,dev,rtr,b'''''
681.5,697,rec,1st,a
697.5,704.5,rec,1st,b
704.5,719,rec,1st,b'
720.5,727,rec,1st,b''''''
728.5,734.1666666666666,rec,1st,b''''''
734,742.1666666666666,rec,tr,c
742,754.5,rec,tr,c'
754,786.25,rec,tr,d
786,793,rec,2nd,e
793,801,rec,2nd,e
801,809,rec,2nd,e
809,823,rec,2nd,e'
822,838.5,rec,2nd,a''
838,846.5,rec,2nd,f
846,854.1666666666666,rec,2nd,f'
854,862.1666666666666,rec,coda,c
862,878.5,rec,coda,c''
878,886.5,rec,coda,g
886,903,rec,coda,g'
