0,13.5,E-,1,M,0,I
13.5,15,E-,2,m7,0,ii7
15,18,E-,1,m7,1,I6
18,19.5,E-,5,D7,0,V7
19.5,21,E-,6,m7,0,vi7
21,24,E-,5,D7,1,V65
24,25.5,E-,1,M,0,I
25.5,27,E-,2,m7,0,ii7
27,28.5,E-,1,m7,1,I6
28.5,30,E-,5/4,D7,1,V65/IV
30,33,E-,4,M,0,IV
33,34.5,E-,1,M,2,I64
34.5,36,E-,5,D7,0,V7
36,40.5,E-,1,M,0,I
40.5,42,E-,4,M,1,IV6
42,45,E-,1,M,2,I64
45,48,E-,5,D7,0,V7
48,54,E-,1,M,0,I
54,60,E-,5,D7,0,V7
60,66,E-,1,M,0,I
66,72,E-,5,D7,0,V7
72,78,E-,5/4,D7,3,V42/IV
78,84,E-,4,M,1,IV6
84,90,b-,7,d7,2,vii-43
90,96,b-,1,m,1,i6
96,102,b-,+4,a6,1,Gr+6
102,105,b-,5,D7,0,V7
105,108,b-,1,m,2,i64
108,111,b-,5,D7,0,V7
111,114,b-,1,m,2,i64
114,120,B-,5,M,0,V
120,124.5,B-,5,D7,0,V7
124.5,126,B-,1,M,0,I
126,130.5,B-,5,D7,0,V7
130.5,132,B-,1,M,0,I
132,133.5,B-,7/6,d,1,vii-6/vi
133.5,135,B-,6,m,0,vi
135,136.5,B-,7/4,d,1,vii-6/IV
136.5,138,B-,4,M,0,IV
138,139.5,B-,7/2,d,1,vii-6/ii
139.5,141,B-,2,m,0,ii
141,142.5,B-,1,M,2,I64
142.5,144,B-,5,D7,0,V7
144,150,B-,1,M,0,I
150,154.5,B-,5,D7,0,V7
154.5,156,B-,1,M,0,I
156,160.5,B-,5,D7,0,V7
160.5,162,B-,1,M,0,I
162,163.5,B-,7/6,d,1,vii-6/vi
163.5,165,B-,6,m,0,vi
165,166.5,B-,7/4,d,1,vii-6/IV
166.5,168,B-,4,M,0,IV
168,169.5,B-,7/2,d,1,vii-6/ii
169.5,171,B-,2,m,0,ii7
171,172.5,B-,1,M,2,I64
172.5,174,B-,5,D7,0,V7
174,177,B-,1,M,0,I
177,178.5,B-,5,D7,2,V43
178.5,180,B-,1,M,1,I6
180,181.5,B-,2,m,1,ii6
181.5,183,B-,2,m,0,ii
183,184.5,B-,5/2,D7,2,V43/ii
184.5,186,B-,2,m,1,ii6
186,189,B-,5,M,0,V
189,190.5,B-,7/5,d,1,vii-6/V
190.5,192,B-,5,D7,1,V65
192,193.5,B-,1,M,0,I
193.5,195,B-,5,M,1,V6
195,196.5,B-,6,m7,0,vi7
196.5,198,B-,5/5,D7,0,V7/V
198,199.5,B-,5,M,0,V
199.5,201,B-,1,M,0,I
201,202.5,B-,5,D7,2,V43
202.5,204,B-,1,M,1,I6
204,205.5,B-,2,m,1,ii6
205.5,207,B-,2,m,0,ii
207,208.5,B-,5/2,D7,2,V43/ii
208.5,210,B-,2,m,1,ii6
210,213,B-,5,M,0,V
213,214.5,B-,7/5,d,0,vii/V
214.5,216,B-,5,D7,3,V42
216,219,B-,1,M,1,I6
219,220.5,B-,5,D7,0,V7
220.5,222,B-,6,m7,1,vi6
222,223.5,B-,5,M,0,V
223.5,225,B-,4,M,1,IV6
225,226.5,B-,3,m,1,iii6
226.5,228,B-,2,m,1,ii6
228,229.5,B-,1,M,1,I6
229.5,231,B-,5,M,0,V
231,232.5,B-,6,m,1,vi6
232.5,234,B-,5,M,0,V
234,240,C,7/6,d7,0,vii-7/vi
240,243,C,1,M,2,I64
243,246,C,5,D7,0,V7
246,249,C,1,M,2,I64
249,252,C,5,D7,0,V7
252,255,C,1,M,2,I64
255,258,C,5,D7,0,V7
258,261,C,1,M,2,I64
261,264,C,5,D7,0,V7
264,265.5,C,1,M,0,I
265.5,267,B-,5/5,D7,3,V42/V
267,268.5,B-,5,D7,1,V65
268.5,270,B-,1,M,0,I
270,271.5,B-,5/6,D7,1,V65/vi
271.5,273,B-,6,m,0,vi
273,274.5,B-,2,m,2,ii6
274.5,276,B-,5,M,0,V
276,288,B-,1,M,0,I
288,291,B-,6,m,0,vi
291,294,B-,+4,a6,1,Gr+6
294,297,B-,1,M,2,I64
297,300,B-,5,D7,0,V7
300,312,B-,1,M,0,I
312,315,B-,6,m,0,vi
315,318,B-,+4,a6,1,It+6
318,321,B-,1,M,2,I64
321,324,B-,5/5,D7,1,V65/V
324,328.5,B-,1,M,2,I64
328.5,330,B-,5,D7,0,V7
330,333,B-,1,M,0,I
333,334.5,B-,7/4,d7,3,vii-42/IV
334.5,336,B-,1,M,0,I
336,337.5,B-,7/4,d7,2,vii-43/IV
337.5,339,B-,1,M,0,I
339,340.5,B-,7/4,d7,3,vii-42/IV
340.5,342,B-,7/4,d7,2,vii-43/IV
342,343.5,B-,4,M,1,IV6
343.5,345,B-,-7,M,0,bVII
345,346.5,B-,4,M,2,IV64
346.5,348,B-,4,m,2,iv64
348,349.5,B-,7,d7,0,vii-7
349.5,354,B-,5,D7,1,V65
354,357,B-,1,M,0,I
357,358.5,B-,7/4,d7,1,vii-65/IV
358.5,360,B-,1,M,0,I
360,361.5,B-,5/4,D7,2,V43/IV
361.5,363,B-,1,M,0,I
363,364.5,B-,7/4,d7,2,vii-43/IV
364.5,366,B-,5/4,D7,2,V43/IV
366,367.5,B-,4,M,0,IV
367.5,369,B-,-7,M,0,bVII
369,370.5,B-,4,M,0,IV
370.5,372,B-,4,m,0,iv
372,373.5,B-,2,h7,0,ii=7
373.5,375,B-,7,d7,1,vii-65
375,376.5,B-,5,M,2,V64
376.5,378,B-,7,d,1,vii-6
378,382,B-,1,M,0,I
382,384,B-,5,D7,0,V7
384,388,B-,1,M,0,I
388,390,B-,5,D7,0,V7
390,394,B-,1,M,0,I
394,396,B-,5,D7,0,V7
396,408,B-,1,M,0,I
408,421.5,E-,1,M,0,I
421.5,423,E-,2,m7,0,ii7
423,426,E-,1,m7,1,I6
426,427.5,E-,5,D7,0,V7
427.5,429,E-,6,m7,0,vi7
429,432,E-,5,D7,1,V65
432,433.5,E-,1,M,0,I
433.5,435,E-,2,m7,0,ii7
435,436.5,E-,1,m7,1,I6
436.5,438,E-,5/4,D7,1,V65/IV
438,441,E-,4,M,0,IV
441,442.5,E-,1,M,2,I64
442.5,444,E-,5,D7,0,V7
444,448.5,E-,1,M,0,I
448.5,450,E-,4,M,1,IV6
450,453,E-,1,M,2,I64
453,456,E-,5,D7,0,V7
456,462,E-,1,M,0,I
462,468,E-,5,D7,0,V7
468,474,E-,1,M,0,I
474,480,E-,5,D7,0,V7
480,486,E-,5/4,D7,3,V42/IV
486,492,E-,4,M,1,IV6
492,498,b-,7,d7,2,vii-43
498,504,b-,1,m,1,i6
504,510,b-,+4,a6,1,Gr+6
510,513,b-,5,D7,0,V7
513,516,b-,1,m,2,i64
516,519,b-,5,D7,0,V7
519,522,b-,1,m,2,i64
522,528,B-,5,M,0,V
528,532.5,B-,5,D7,0,V7
532.5,534,B-,1,M,0,I
534,538.5,B-,5,D7,0,V7
538.5,540,B-,1,M,0,I
540,541.5,B-,7/6,d,1,vii-6/vi
541.5,543,B-,6,m,0,vi
543,544.5,B-,7/4,d,1,vii-6/IV
544.5,546,B-,4,M,0,IV
546,547.5,B-,7/2,d,1,vii-6/ii
547.5,549,B-,2,m,0,ii7
549,550.5,B-,1,M,2,I64
550.5,552,B-,5,D7,0,V7
552,558,B-,1,M,0,I
558,562.5,B-,5,D7,0,V7
562.5,564,B-,1,M,0,I
564,568.5,B-,5,D7,0,V7
568.5,570,B-,1,M,0,I
570,571.5,B-,7/6,d,1,vii-6/vi
571.5,573,B-,6,m,0,vi
573,574.5,B-,7/4,d,1,vii-6/IV
574.5,576,B-,4,M,0,IV
576,577.5,B-,7/2,d,1,vii-6/ii
577.5,579,B-,2,m,0,ii7
579,580.5,B-,1,M,2,I64
580.5,582,B-,5,D7,0,V7
582,585,B-,1,M,0,I
585,586.5,B-,5,D7,2,V43
586.5,588,B-,1,M,1,I6
588,589.5,B-,2,m,1,ii6
589.5,591,B-,2,m,0,ii
591,592.5,B-,5/2,D7,2,V43/ii
592.5,594,B-,2,m,1,ii6
594,597,B-,5,M,0,V
597,598.5,B-,7/5,d,1,vii-6/V
598.5,600,B-,5,D7,1,V65
600,601.5,B-,1,M,0,I
601.5,603,B-,5,M,1,V6
603,604.5,B-,6,m7,0,vi7
604.5,606,B-,5/5,D7,0,V7/V
606,607.5,B-,5,M,0,V
607.5,609,B-,1,M,0,I
609,610.5,B-,5,D7,2,V43
610.5,612,B-,1,M,1,I6
612,613.5,B-,2,m,1,ii6
613.5,615,B-,2,m,0,ii
615,616.5,B-,5/2,D7,2,V43/ii
616.5,618,B-,2,m,1,ii6
618,621,B-,5,M,0,V
621,622.5,B-,7/5,d,0,vii/V
622.5,624,B-,5,D7,3,V42
624,627,B-,1,M,1,I6
627,628.5,B-,5,D7,0,V7
628.5,630,B-,6,m7,1,vi6
630,631.5,B-,5,M,0,V
631.5,633,B-,4,M,1,IV6
633,634.5,B-,3,m,1,iii6
634.5,636,B-,2,m,1,ii6
636,637.5,B-,1,M,1,I6
637.5,639,B-,5,M,0,V
639,640.5,B-,6,m,1,vi6
640.5,642,B-,5,M,0,V
642,648,C,7/6,d7,0,vii-7/vi
648,651,C,1,M,2,I64
