0,3,D,1,M,0,I
3,6,D,5/4,D7,0,V7/IV
6,12,D,4,M,1,IV6
12,15,D,2,m7,0,ii7
15,18,D,5,D7,1,V65
18,21,D,1,M,0,I
21,24,D,1,M,1,I6
24,27,D,5,D7,0,V7
27,33,D,1,M,0,I
33,36,D,5/4,D7,0,V7/IV
36,39,D,4,M,0,IV
39,42,D,4,M,1,IV6
42,45,D,2,m7,0,ii7
45,48,D,5,D7,1,V65
48,51,D,1,M,0,I
51,54,D,1,M,1,I6
54,57,D,5,D7,0,V7
57,60,D,1,M,0,I
60,64,D,1,M,1,I6
64,65,D,2,m,0,ii
65,66,D,5/4,D7,2,V43/IV
66,71,D,4,M,1,IV6
71,72,D,5/4,D7,2,V43/IV
72,74,D,4,M,0,IV
74,75,D,5/5,D7,1,V65/V
75,77,D,5,M,0,V
77,78,D,5,D7,0,V7
78,83,D,1,M,0,I
83,84,D,5,D7,0,V7
84,88,D,1,M,1,I6
88,89,D,2,m,0,ii
89,90,D,1,M,2,I64
90,95,D,4,M,1,IV6
95,96,D,1,M,2,I64
96,98,D,2,m7,1,ii65
98,99,D,5/5,D7,1,V65/V
99,101,D,5,M,0,V
101,102,D,5,D7,0,V7
102,107,D,1,M,0,I
107,108,D,1,M,1,I6
108,110,D,2,m7,1,ii65
110,111,D,5/5,D7,1,V65/V
111,113,D,5,M,0,V
113,114,D,5,D7,0,V7
114,117,D,1,M,0,I
117,120,A,2,m7,1,ii65
120,123,A,1,M,1,I6
123,126,A,5,D7,2,V43
126,129,A,1,M,0,I
129,132,E,2,m7,1,ii65
132,135,E,1,M,1,I6
135,138,E,5,D7,2,V43
138,141,E,1,M,0,I
141,144,A,2,m7,1,ii65
144,147,A,1,M,1,I6
147,150,A,5,D7,2,V43
150,153,A,1,M,0,I
153,156,E,2,m7,1,ii65
156,159,E,1,M,1,I6
159,162,E,5,D7,2,V43
162,165,E,1,M,0,I
165,168,E,5,D7,2,V43
168,171,E,1,M,0,I
171,174,E,5,D7,2,V43
174,186,E,1,M,0,I
186,189,A,5/6,D7,0,V7/vi
189,192,A,6,m,0,vi
192,195,A,5/6,D7,0,V7/vi
195,198,A,6,m,0,vi
198,201,A,5/2,D7,0,V7/ii
201,204,A,2,m,0,ii
204,206,A,1,M,1,I64
206,207,A,5,D7,0,V7
207,210,A,1,M,0,I
210,213,A,5/6,M,0,V/vi
213,216,A,6,m,0,vi
216,219,A,5/6,M,0,V/vi
219,222,A,6,m,1,vi
222,225,A,2,m,1,ii6
225,228,F+,+4,a6,1,It+6
228,233,F+,5,M,0,V
233,234,F+,+4,a6,1,It+6
234,236,F+,5,M,0,V
236,237,F+,+4,a6,1,It+6
237,239,F+,5,M,0,V
239,240,F+,+4,a6,1,It+6
240,245,F+,5,M,0,V
245,246,F+,3,m7,0,iii7
246,248,F+,7,d7,2,vii-43
248,249,F+,3,m7,0,iii7
249,251,F+,7,d7,2,vii-43
251,252,F+,3,m7,0,iii7
252,258,F+,7,d7,2,vii-43
258,260,A,5,D7,2,V43
260,261,A,7/2,h7,0,vii=7/ii
261,263,A,5,D7,2,V43
263,264,A,7/2,h7,0,vii=7/ii
264,270,A,5,D7,2,V43
270,272,A,1,M,0,I
272,273,A,5,D7,2,V43
273,275,A,1,M,0,I
275,276,A,5/6,D7,2,V43/vi
276,281,A,6,m,0,vi
281,282,A,5/6,D7,2,V43/vi
282,284,A,6,m,0,vi
284,285,A,5/6,D7,2,V43/vi
285,287,A,6,m,0,vi
287,288,A,5/4,D7,2,V43/IV
288,293,A,4,M,0,IV
293,294,A,5/4,D7,2,V43/IV
294,296,A,4,M,0,IV
296,297,A,5/4,D7,2,V43/IV
297,299,A,4,M,0,IV
299,300,A,5,D7,2,V43
300,302,A,1,M,1,I6
302,303,A,5,M,1,V6
303,305,A,1,M,0,I
305,306,A,4,M,1,IV6
306,312,A,1,M,1,I6
312,318,A,7/5,d,1,vii-6/V
318,321,A,1,M,2,I64
321,324,A,5,D7,0,V7
324,329,A,1,M,1,I6
329,330,A,7/3,d7,0,vii-7/iii
330,332,A,1,M,1,I6
332,333,A,4,M,0,IV
333,335,A,1,M,1,I6
335,336,A,5,D7,2,V43
336,341,A,1,M,0,I
341,342,A,5,a,1,V+6
342,344,A,1,M,0,I
344,345,A,5,D7,2,V43
345,347,A,1,M,0,I
347,348,A,5/6,D7,2,V43/vi
348,353,A,6,m,0,vi
353,354,A,5/6,M,1,V6/vi
354,356,A,6,m,0,vi
356,357,A,5/6,M,1,V6/vi
357,359,A,6,m,0,vi
359,360,A,5/2,D7,3,V42/ii
360,362,A,2,m,1,ii6
362,363,A,5/2,M,1,V6/ii
363,365,A,2,m,1,ii6
365,366,A,5/5,D7,3,V42/V
366,368,A,5,M,1,V6
368,369,A,5/5,M,1,V6/V
369,371,A,5,m,0,v
371,372,A,5,D7,3,V42
372,378,A,1,M,1,I6
378,384,A,5/5,D7,2,V43/V
384,401,A,1,M,2,I64
401,402,A,5,D7,0,V7
402,408,A,1,M,0,I
408,411,A,1,M,1,I6
411,414,A,5,D7,0,V7
414,417,A,1,M,0,I
417,420,A,5/4,D7,1,V65/IV
420,423,A,4,M,0,IV
423,426,A,5,D7,0,V7
426,432,A,1,M,0,I
432,435,A,1,M,1,I6
435,438,A,5,D7,0,V7
438,441,A,1,M,0,I
441,444,A,5/4,D7,1,V65/IV
444,447,A,4,M,0,IV
447,450,A,5,D7,0,V7
450,453,A,1,M,0,I
453,456,A,5/4,D7,1,V65/IV
456,459,A,4,M,0,IV
459,462,A,5,D7,0,V7
462,465,A,1,M,0,I
465,468,A,5,D7,0,V7
468,471,A,1,M,0,I
471,474,A,5,D7,0,V7
474,477,A,1,M,0,I
477,486,D,5,D7,0,V7
486,489,D,1,M,0,I
489,492,D,5/4,D7,0,V7/IV
492,498,D,4,M,1,IV6
498,501,D,2,m7,0,ii7
501,504,D,5,D7,1,V65
504,507,D,1,M,0,I
507,510,D,1,M,1,I6
510,513,D,5,D7,0,V7
513,519,D,1,M,0,I
519,522,D,5/4,D7,0,V7/IV
522,525,D,4,M,0,IV
525,528,D,4,M,1,IV6
528,531,D,2,m7,0,ii7
531,534,D,5,D7,1,V65
534,537,D,1,M,0,I
537,540,D,1,M,1,I6
540,543,D,5,D7,0,V7
543,546,D,1,M,0,I
546,550,D,1,M,1,I6
550,551,D,2,m,0,ii
551,552,D,5/4,D7,2,V43/IV
552,557,D,4,M,1,IV6
557,558,D,5/4,D7,2,V43/IV
558,560,D,4,M,0,IV
560,561,D,5/5,D7,1,V65/V
561,563,D,5,M,0,V
563,564,D,5,D7,0,V7
564,569,D,1,M,0,I
569,570,D,5,D7,0,V7
570,574,D,1,M,1,I6
574,575,D,2,m,0,ii
575,576,D,1,M,2,I64
576,581,D,4,M,1,IV6
581,582,D,1,M,2,I64
582,584,D,2,m7,1,ii65
584,585,D,5/5,D7,1,V65/V
585,587,D,5,M,0,V
587,588,D,5,D7,0,V7
588,593,D,1,M,0,I
593,594,D,1,M,1,I6
594,596,D,2,m7,1,ii65
596,597,D,5/5,D7,1,V65/V
597,599,D,5,M,0,V
599,600,D,5,D7,0,V7
600,603,D,1,M,0,I
603,606,A,2,m7,1,ii65
606,609,A,1,M,1,I6
609,612,A,5,D7,2,V43
612,615,A,1,M,0,I
615,618,E,2,m7,1,ii65
618,621,E,1,M,1,I6
621,624,E,5,D7,2,V43
624,627,E,1,M,0,I
627,630,A,2,m7,1,ii65
630,633,A,1,M,1,I6
633,636,A,5,D7,2,V43
636,639,A,1,M,0,I
639,642,E,2,m7,1,ii65
642,645,E,1,M,1,I6
645,648,E,5,D7,2,V43
648,651,E,1,M,0,I
651,654,E,5,D7,2,V43
654,657,E,1,M,0,I
657,660,E,5,D7,2,V43
660,672,E,1,M,0,I
672,675,A,5/6,D7,0,V7/vi
675,678,A,6,m,0,vi
678,681,A,5/6,D7,0,V7/vi
681,684,A,6,m,0,vi
684,687,A,5/2,D7,0,V7/ii
687,690,A,2,m,0,ii
690,692,A,1,M,1,I64
692,693,A,5,D7,0,V7
