0,28,exp,1st,a
30,58,exp,1st,a
60,79,exp,1st,b
78.5,103,exp,1st,b
102.5,115,exp,1st,b'
117,128,exp,tr,c
129,140,exp,tr,c
141,153,exp,tr,c'
153,165,exp,tr,c'
165,186,exp,tr,c''
186,207.5,exp,tr,d
207.5,233,exp,tr,d'
233,245,exp,tr,e
245,258,exp,tr,e
258,269,exp,tr,e
269,281,exp,2nd,e'
281,293,exp,2nd,e'
293,309,exp,2nd,e''
306,329,exp,2nd,f
329,341,exp,2nd,e'
341,353,exp,2nd,e'
353,375,exp,2nd,e'''
372,403,exp,2nd,f'
404,416,exp,2nd,g
416,428,exp,2nd,g'
428,440,exp,2nd,g
440,452,exp,2nd,g'
452,470,exp,2nd,g'
470,487,exp,pass,g''
486,514,exp,1st,a
516,544,exp,1st,a
546,565,exp,1st,b
564.5,589,exp,1st,b
588.5,601,exp,1st,b'
603,614,exp,tr,c
615,626,exp,tr,c
627,639,exp,tr,c'
639,651,exp,tr,c'
651,672,exp,tr,c''
672,693.5,exp,tr,d
693.5,719,exp,tr,d'
719,731,exp,tr,e
731,744,exp,tr,e
744,755,exp,tr,e
755,767,exp,2nd,e'
767,779,exp,2nd,e'
779,795,exp,2nd,e''
792,815,exp,2nd,f
815,827,exp,2nd,e'
827,839,exp,2nd,e'
839,861,exp,2nd,e'''
858,889,exp,2nd,f'
890,902,exp,2nd,g
902,914,exp,2nd,g'
914,926,exp,2nd,g
926,938,exp,2nd,g'
938,956,exp,2nd,g'
956,985,exp,pass,g'''
984,1012,dev,d1,a
1012,1032.5,dev,d1,a'
1032,1041.5,dev,d1,a''
1044,1053.5,dev,d1,a''
1056,1065.5,dev,d1,a''
1068,1077.5,dev,d1,a''
1080,1089.5,dev,d1,a'''
1092,1101.5,dev,d1,a'''
1104,1141,dev,d1,a''''
1140,1152,dev,d1,a'''''
1152,1164,dev,d1,a'''''
1164,1253,dev,d1,a''''''
1253,1265,dev,rtr,g
1268,1280,dev,rtr,g
1283,1290,dev,rtr,g''''
1290,1318,rec,1st,a
1320,1348,rec,1st,a'
1348,1369,rec,1st,b
1368.5,1393,rec,1st,b
1392.5,1404.6666666666667,rec,1st,b''
1404.3333333333333,1417,rec,1st,b'''
1419,1430,rec,tr,c
1431,1442,rec,tr,c
1443,1455,rec,tr,c'
1455,1467,rec,tr,c'
1467,1494,rec,tr,c'''
1494,1515.5,rec,tr,d
1515.5,1541,rec,tr,d'
1541,1553,rec,tr,e
1553,1566,rec,tr,e
1566,1577,rec,tr,e
1577,1589,rec,2nd,e'
1589,1601,rec,2nd,e'
1601,1617,rec,2nd,e''
1614,1367,rec,2nd,f
1637,1649,rec,2nd,e'
1649,1661,rec,2nd,e'
1661,1683,rec,2nd,e'''
1680,1717,rec,2nd,f''
1718,1730,rec,2nd,g
1730,1742,rec,2nd,g'
1742,1754,rec,2nd,g
1754,1766,rec,2nd,g'
1766,1784,rec,2nd,g'
1784,1798,rec,2nd,g''''
1797,1825,rec,coda,a
1826,1864,rec,coda,a'''''''
