-0.25,15,G,1,M,0,I
15,16,D,2,m,0,ii
16,19,D,1,M,2,I64
19,20,D,5,D7,0,V7
20,22,D,1,M,0,I
22,37,F,1,M,0,I
37,38,C,2,m,0,ii
38,41,C,1,M,2,I64
41,42,C,5,D7,0,V7
42,45,C,1,M,0,I
45,46,G,2,m,0,ii
46,49,G,1,M,2,I64
49,50,G,5,M,0,V
50,52,G,1,M,0,I
52,53,G,1,M,2,I64
53,54,G,5,M,0,V
54,56,G,1,M,0,I
56,57,G,1,M,2,I64
57,58,G,5,M,0,V
58,60,G,1,M,0,I
60,62,G,5,D7,0,V7
62,64,G,1,M,0,I
64,66,G,5,D7,0,V7
66,68,G,1,M,0,I
68,70,G,5,D7,0,V7
70,72,G,1,M,0,I
72,74,G,5,M,0,V
74,76,G,1,M,0,I
76,90,G,5,M,0,V
90,105,G,1,M,0,I
105,106,b,4,m,0,iv
106,108,b,5,M,0,V
108,109,b,4,m,1,iv6
109,110,b,+4,a6,1,It+6
110,112,b,5,M,0,V
112,113,b,4,m,1,iv6
113,114,b,4,m,0,iv
114,116,b,5,M,0,V
116,117,b,4,m,1,iv6
117,118,b,+4,a6,1,It+6
118,120,b,5,M,0,V
120,121,b,4,m,1,iv6
121,122,b,+4,a6,1,It+6
122,124,b,5,M,0,V
124,125,b,4,m,1,iv6
125,126,b,+4,a6,1,It+6
126,130,b,5,M,0,V
130,134,B,1,M,0,I
134,136,B,5,D7,0,V7
136,137,B,5,D7,1,V65
137,138,B,5,D7,0,V7
138,142,B,1,M,0,I
142,144,B,5,D7,0,V7
144,144.25,B,1,M,0,I
144.25,150,b,1,m,0,i
150,154,b,5,D7,1,V65
154,155,b,1,m,0,i
155,156,D,7/3,d7,3,vii-42/iii
156,158,D,5,D7,1,V65
158,159,D,1,M,0,I
159,160,f+,7/5,d7,2,vii-43/V
160,162,f+,5,D7,1,V65
162,164,f+,1,m,0,i
164,165,b,7/4,D7,0,V7/iv
165,166,b,4,m,1,iv6
166,167,b,5/3,D7,0,Vi/III
167,168,b,3,M,1,III6
168,169,b,6,M7,0,VI7
169,170,b,2,d,1,ii-6
170,171,b,5,D7,0,V7
171,172,b,6,M,0,VI
172,173,b,2,d,1,ii-6
173,174,b,5,M,0,V
174,176,b,1,m,0,i
176,178,D,5,M,0,V
178,180,D,1,M,0,I
180,182,D,5/3,M,0,V/iii
182,184,D,3,m,0,III6
184,185,D,5/2,D7,1,V65/ii
185,186,D,2,m,0,ii
186,187,D,5,D7,1,V65
187,188,D,1,M,0,I
188,189,D,4,M7,1,IV65
189,190,b,2,d,0,ii-
190,191,b,5,D7,1,V65
191,192,b,1,m,0,i
192,193,b,2,d,1,ii-6
193,194,b,5,D7,0,V7
194,196,b,1,m,0,i
196,198,b,5,D7,0,V7
198,200,b,1,m,0,i
200,202,b,5,D7,0,V7
202,204,b,1,m,0,i
204,206,b,5,D7,0,V7
206,207,b,1,m,0,i
207,208,b,5,D7,0,V7
208,209,b,1,m,0,i
209,210,b,5,D7,0,V7
210,211,b,1,m,0,i
211,212,b,5,D7,0,V7
212,213,b,1,m,0,i
213,214,b,5,D7,0,V7
214,222,b,1,m,0,i
222,237,G,1,M,0,I
237,238,D,2,m,0,ii
238,241,D,1,M,2,I64
241,242,D,5,D7,0,V7
242,244,D,1,M,0,I
244,259,F,1,M,0,I
259,260,C,2,m,0,ii
260,263,C,1,M,2,I64
263,264,C,5,D7,0,V7
264,267,C,1,M,0,I
267,268,G,2,m,0,ii
268,271,G,1,M,2,I64
271,272,G,5,M,0,V
272,274,G,1,M,0,I
274,275,G,1,M,2,I64
275,276,G,5,M,0,V
276,278,G,1,M,0,I
278,279,G,1,M,2,I64
279,280,G,5,M,0,V
280,282,G,1,M,0,I
282,284,G,5,D7,0,V7
284,286,G,1,M,0,I
286,288,G,5,D7,0,V7
288,290,G,1,M,0,I
290,292,G,5,D7,0,V7
292,294,G,1,M,0,I
294,296,G,5,M,0,V
296,298,G,1,M,0,I
298,312,G,5,M,0,V
312,327,G,1,M,0,I
327,328,b,4,m,0,iv
328,330,b,5,M,0,V
330,331,b,4,m,1,iv6
331,332,b,+4,a6,1,It+6
332,334,b,5,M,0,V
334,335,b,4,m,1,iv6
335,336,b,4,m,0,iv
336,338,b,5,M,0,V
338,339,b,4,m,1,iv6
339,340,b,+4,a6,1,It+6
340,342,b,5,M,0,V
342,343,b,4,m,1,iv6
343,344,b,+4,a6,1,It+6
344,346,b,5,M,0,V
346,347,b,4,m,1,iv6
347,348,b,+4,a6,1,It+6
348,352,b,5,M,0,V
352,356,B,1,M,0,I
356,358,B,5,D7,0,V7
358,359,B,5,D7,1,V65
359,360,B,5,D7,0,V7
360,364,B,1,M,0,I
364,366,B,5,D7,0,V7
366,366.25,B,1,M,0,I
366.25,372,b,1,m,0,i
372,376,b,5,D7,1,V65
376,377,b,1,m,0,i
377,378,D,7/3,d7,3,vii-42/iii
378,380,D,5,D7,1,V65
