-1,30,exp,1st,a
31,56,exp,tr,a'
56,76.5,exp,tr,b
79,100.5,exp,2nd,c
100,128.5,exp,2nd,d
128,144.5,exp,2nd,e
144,162,exp,2nd,e
162,170,exp,coda,f
170,178,exp,coda,f
178,189,exp,coda,f
191,222,exp,1st,a
223,248,exp,tr,a'
248,268.5,exp,tr,b
271,292.5,exp,2nd,c
292,320.5,exp,2nd,d
320,336.5,exp,2nd,e
336,354,exp,2nd,e
354,362,exp,coda,f
362,370,exp,coda,f
370,381,exp,coda,f
383,396,dev,d1,a''
396,408.5,dev,d1,a''
411,432.5,dev,d2,c
432,440.5,dev,d2,d'
413,459,dev,rtr,c'
459,467,dev,rtr,c''
467,475,dev,rtr,c''
475,512.5,dev,rtr,c'''
515,528.5,dev,rtr,g
531,546,dev,rtr,g
547,561,dev,rtr,g'
568,593,dev,rtr,a'''
592,622,rec,1st,a
623,648,rec,tr,a'
648,664.5,rec,tr,h
667,688.5,rec,2nd,c
688,716.5,rec,2nd,d
716,732.5,rec,2nd,e
732,750,rec,2nd,e
750,758,rec,coda,f
758,766,rec,coda,f
766,797,rec,coda,f'
