-0.5,2,g,1,m,0,i
2,4,g,5,D7,1,V65
4,6,g,1,m,0,i
6,8,g,4,m,0,iv
8,10,g,1,m,1,i6
10,12,g,5,D7,1,V65
12,13,g,1,m,0,i
13,14,g,2,d,1,ii-6
14,15,g,1,m,2,i64
15,16,g,5,M,0,V
16,18,g,1,m,0,i
18,20,g,5,D7,1,V65
20,22,g,1,m,0,i
22,23.5,g,4,m,0,iv
23.5,24,B-,7,d,1,vii-6
24,26,B-,1,M,1,I6
26,27,B-,2,m,1,ii6
27,28,B-,5/5,D7,1,V65/V
28,30,B-,5,M,0,V
30,32,B-,5,D7,1,V65
32,34,B-,1,M,0,I
34,36,B-,5,D7,1,V65
36,38,B-,1,M,0,I
38,40,B-,5,D7,1,V65
40,41,B-,1,M,0,I
41,42,B-,5/4,D7,3,V42/IV
42,43,B-,4,M,1,IV6
43,44,B-,4,M,0,IV
44,45,B-,1,M,2,I64
45,46,B-,5,D7,0,V7
46,49,B-,1,M,0,I
49,50,B-,5/4,D7,3,V42/IV
50,51,B-,4,M,1,IV6
51,52,B-,4,M,0,IV
52,53,B-,1,M,1,I6
53,54,B-,2,m,1,ii6
54,55,B-,1,M,2,I64
55,56,B-,5,D7,0,V7
56,58,B-,1,M,0,I
58,59,B-,5,D7,2,V43
59,60,B-,5,D7,0,V7
60,62,B-,1,M,0,I
62,63,B-,5,D7,2,V43
63,64,B-,5,D7,0,V7
64,65.5,B-,1,M,0,I
65.5,68,g,1,m,0,i
68,70,g,5,D7,1,V65
70,72,g,1,m,0,i
72,74,g,4,m,0,iv
74,76,g,1,m,1,i6
76,78,g,5,D7,1,V65
78,79,g,1,m,0,i
79,80,g,2,d,1,ii-6
80,81,g,1,m,2,i64
81,82,g,5,M,0,V
82,84,g,1,m,0,i
84,86,g,5,D7,1,V65
86,88,g,1,m,0,i
88,89.5,g,4,m,0,iv
89.5,90,B-,7,d,1,vii-6
90,92,B-,1,M,1,I6
92,93,B-,2,m,1,ii6
93,94,B-,5/5,D7,1,V65/V
94,96,B-,5,M,0,V
96,98,B-,5,D7,1,V65
98,100,B-,1,M,0,I
100,102,B-,5,D7,1,V65
102,104,B-,1,M,0,I
104,106,B-,5,D7,1,V65
106,107,B-,1,M,0,I
107,108,B-,5/4,D7,3,V42/IV
108,109,B-,4,M,1,IV6
109,110,B-,4,M,0,IV
110,111,B-,1,M,2,I64
111,112,B-,5,D7,0,V7
112,115,B-,1,M,0,I
115,116,B-,5/4,D7,3,V42/IV
116,117,B-,4,M,1,IV6
117,118,B-,4,M,0,IV
118,119,B-,1,M,1,I6
119,120,B-,2,m,1,ii6
120,121,B-,1,M,2,I64
121,122,B-,5,D7,0,V7
