-0.5,15.5,exp,1st,a
15.5,30,exp,tr,a'
30,33.5,exp,2nd,b
33.5,37.5,exp,2nd,b
37.5,48.25,exp,2nd,b'
48,56.25,exp,2nd,b''
57.5,60.25,coda,2nd,b'''
61.5,65.5,coda,2nd,b'''
65.5,81.5,exp,1st,a
81.5,96,exp,tr,a'
96,99.5,exp,2nd,b
99.5,103.5,exp,2nd,b
103.5,114.25,exp,2nd,b'
114,122.25,exp,2nd,b''
123.5,126.25,exp,coda,b'''
127.5,131.5,exp,coda,b'''
131.5,140.5,dev,d1,b''''
141.25,149.25,dev,d1,c
149.25,156.25,dev,d1,c
157.5,160.25,dev,rtr,b'''
161.5,164.25,dev,rtr,b'''
165.5,172.25,dev,rtr,b'''''
173.25,176.25,dev,rtr,d
177.25,190.5,dev,rtr,d'
192,207.5,rec,1st,a
207.5,222.25,rec,tr,a''
224,227.5,rec,2nd,b
227.5,231.5,rec,2nd,b
231.5,242.25,rec,2nd,b'
242,258.5,rec,2nd,b''''''
259.5,262.5,rec,coda,b'''
263.5,266.5,rec,coda,b'''
267.5,285,rec,coda,b'''''''
