-0.75,4,G,1,M,0,I
4,8,G,2,m7,3,ii42
8,9,G,5,M,1,V6
9,10,G,5,D7,0,V7
10,11,G,1,M,0,I
11,12,G,2,m7,1,ii65
12,13,G,1,M,2,I64
13,14,G,5,D7,0,V7
14,18,G,1,M,0,I
18,22,G,5,D7,2,V43
22,26,G,1,M,1,I6
26,27,G,2,m,1,ii6
27,28,D,5,D7,1,V65
28,29,D,1,M,0,I
29,30,D,6,m,1,vi6
30,32,D,7,h7,1,vii=65
32,33,D,3,m,0,iii
33,34,D,1,M,1,I6
34,35,D,2,m,1,ii6
35,36,A,5,D7,1,V65
36,37,A,1,M,0,I
37,38,A,5,D7,3,V42
38,39,A,1,M,0,I
39,40,A,5,D7,0,V7
40,41,A,1,M,0,I
41,42,A,5,D7,3,V42
42,43,A,1,M,0,I
43,44,A,5,D7,0,V7
44,45,A,1,M,0,I
45,46,A,5,D7,3,V42
46,50,A,1,M,0,I
50,56,D,1,M,0,I
56,64,D,5,D7,0,V7
64,65,D,1,M,0,I
65,66,D,5,D7,0,V7
66,67,D,1,M,0,I
67,68,D,5,D7,0,V7
68,69,D,1,M,0,I
69,70,D,5/5,D7,0,V7/V
70,72,D,5,D7,0,V7
72,73,D,1,M,0,I
73,74,D,5,D7,0,V7
74,75,D,1,M,0,I
75,76,D,5,D7,0,V7
76,77,D,1,M,0,I
77,78,D,1,M,1,I6
78,80,D,5/4,D7,2,V43/IV
80,82,D,4,M,0,IV
82,84,D,7/5,d7,0,vii-7/V
84,87,D,1,M,2,I64
87,88,D,5,D7,0,V7
88,90,D,1,M,0,I
90,91,D,1,M,2,I64
91,92,D,5,D7,0,V7
92,98,D,1,M,0,I
98,100,D,5,D7,0,V7
100,101,D,5,D7,1,V65
101,102,D,5,D7,0,V7
102,103,D,1,M,2,I64
103,104,D,6,m,2,vi64
104,105,D,2,m7,1,ii65
105,106,D,5,D7,0,V7
106,107,D,1,M,2,I64
107,108,D,6,m,2,vi64
108,109,D,2,m7,1,ii65
109,110,D,5,D7,0,V7
110,111,D,1,M,2,I64
111,112,D,6,m,0,vi
112,113,D,2,m,1,ii6
113,114,D,5,D7,0,V7
114,115.5,D,1,M,0,I
115.5,116,D,5,D7,3,V42
116,117.5,D,1,M,0,I
117.5,118,D,5,D7,3,V42
118,119.5,D,1,M,0,I
119.5,120,D,5,D7,3,V42
120,120.5,D,1,M,0,I
120.5,121,D,5,D7,3,V42
121,121.5,D,1,M,0,I
121.5,122,D,5,D7,3,V42
122,124,D,5,D7,0,V7
124,126,D,1,M,0,I
126,130,G,1,M,0,I
130,134,G,2,m7,3,ii42
134,135,G,5,M,1,V6
135,136,G,5,D7,0,V7
136,137,G,1,M,0,I
137,138,G,2,m7,1,ii65
138,139,G,1,M,2,I64
139,140,G,5,D7,0,V7
140,144,G,1,M,0,I
144,148,G,5,D7,2,V43
148,152,G,1,M,1,I6
152,153,G,2,m,1,ii6
153,154,D,5,D7,1,V65
154,155,D,1,M,0,I
155,156,D,6,m,1,vi6
156,158,D,7,h7,1,vii=65
158,159,D,3,m,0,iii
159,160,D,1,M,1,I6
160,161,D,2,m,1,ii6
161,162,A,5,D7,1,V65
162,163,A,1,M,0,I
163,164,A,5,D7,3,V42
164,165,A,1,M,0,I
165,166,A,5,D7,0,V7
166,167,A,1,M,0,I
167,168,A,5,D7,3,V42
168,169,A,1,M,0,I
169,170,A,5,D7,0,V7
170,171,A,1,M,0,I
171,172,A,5,D7,3,V42
172,176,A,1,M,0,I
176,182,D,1,M,0,I
182,190,D,5,D7,0,V7
190,191,D,1,M,0,I
191,192,D,5,D7,0,V7
192,193,D,1,M,0,I
193,194,D,5,D7,0,V7
194,195,D,1,M,0,I
195,196,D,5/5,D7,0,V7/V
196,198,D,5,D7,0,V7
198,199,D,1,M,0,I
199,200,D,5,D7,0,V7
200,201,D,1,M,0,I
201,202,D,5,D7,0,V7
202,203,D,1,M,0,I
203,204,D,1,M,1,I6
204,206,D,5/4,D7,2,V43/IV
206,208,D,4,M,0,IV
208,210,D,7/5,d7,0,vii-7/V
210,213,D,1,M,2,I64
213,214,D,5,D7,0,V7
214,216,D,1,M,0,I
216,217,D,1,M,2,I64
217,218,D,5,D7,0,V7
218,224,D,1,M,0,I
224,226,D,5,D7,0,V7
226,227,D,5,D7,1,V65
227,228,D,5,D7,0,V7
228,229,D,1,M,2,I64
229,230,D,6,m,2,vi64
230,231,D,2,m7,1,ii65
231,232,D,5,D7,0,V7
232,233,D,1,M,2,I64
233,234,D,6,m,2,vi64
234,235,D,2,m7,1,ii65
