-0.75,14.25,exp,1st,a
15.5,20,exp,tr,b
20.75,24,exp,tr,b
24.5,29.5,exp,tr,b'
29.5,33.5,exp,tr,b'
33.5,39,exp,tr,b'
39,43,exp,tr,b''
43,48.5,exp,tr,b'''
50,58,exp,2nd,c
58,64.5,exp,2nd,c
64,70.5,exp,2nd,d
72,92.5,exp,2nd,d'
92.5,100.25,exp,coda,d''
100.5,114.25,exp,coda,d'''
114,124.5,exp,coda,e
125.25,140.25,exp,1st,a
141.5,146,exp,tr,b
146.75,150,exp,tr,b
150.5,155.5,exp,tr,b'
155.5,159.5,exp,tr,b'
159.5,165,exp,tr,b'
165,169,exp,tr,b''
169,174.5,exp,tr,b'''
176,184,exp,2nd,c
184,190.5,exp,2nd,c
190,196.5,exp,2nd,d
198,218.5,exp,2nd,d'
218.5,226.25,exp,coda,d''
226.5,240.25,exp,coda,d'''
240,250.5,exp,coda,e
201.25,272.5,dev,d1,a'
272,280,dev,d1,c
280,286.1666666666667,dev,d1,"c' "
287.25,296.1666666666667,dev,d1,a''
297.25,306.1666666666667,dev,d1,a''
306.25,310.1666666666667,dev,d1,f
310.25,321,dev,d1,f'
321.25,338.25,dev,d2,a'''
338,342.25,dev,rtr,g
342,346.25,dev,rtr,g
346,354.1666666666667,dev,rtr,g'
355.25,373.25,dev,rtr,a'''
373.25,388.25,rec,1st,a
389,394,rec,tr,b
394.75,398,rec,tr,b
398.5,402,rec,tr,b
402.75,405.25,rec,tr,b
405.25,409.5,rec,tr,b'
409.5,413.5,rec,tr,b'
413.5,419,rec,tr,b'
419,423,rec,tr,b''
423,428.5,rec,tr,b'''
430,438,rec,2nd,c
438,444.25,rec,2nd,c
444,450.25,rec,2nd,d
452,472.25,rec,2nd,d'
472.5,480.25,rec,coda,d''
480.5,498.5,rec,coda,d''''
499.25,507.25,rec,coda,a''''
507.25,524.5,rec,coda,a'''''
