-0.5,7,exp,1st,a
7.5,15,exp,1st,b
16,23,exp,1st,b'
23.5,35,exp,tr,a'
35.5,44,exp,2nd,c
44,52,exp,2nd,c
52,59,exp,2nd,c'
58,74,exp,2nd,d
74,81,exp,2nd,e
81.5,88.5,exp,2nd,e'
92,100,exp,2nd,f
100,108.5,exp,2nd,a''
109,117,exp,coda,g
117,125,exp,coda,g
126,131,exp,coda,g'
131.5,139,expr,1st,a
139.5,147,expr,1st,b
148,155,expr,1st,b'
155.5,167,expr,tr,a'
167.5,176,expr,2nd,c
176,184,expr,2nd,c
184,191,expr,2nd,c'
190,206,expr,2nd,d
206,213,expr,2nd,e
213.5,220.5,expr,2nd,e'
224,232,expr,2nd,f
232,240.5,expr,2nd,a''
241,249,expr,coda,g
249,257,expr,coda,g
258,263,expr,coda,g'
268,272,dev,d1,h
272,276,dev,d1,h
276,280,dev,d1,h
280,284,dev,d1,h
284,296,dev,d1,i
296,312,dev,d1,i
312,320,dev,d1,i
320,324,dev,rtr,h
324,328,dev,rtr,h
328,332,dev,rtr,h
332,336,dev,rtr,h
336,340,dev,rtr,h
340,344,dev,rtr,h
344,348,dev,rtr,h
348,364,dev,rtr,h'
365.5,373,rec,1st,a
373.5,381,rec,1st,b
382,389,rec,1st,b'
391.5,403,rec,tr,a''
403.5,411,rec,tr,b
412,419,rec,tr,b'
419.8,428,rec,2nd,c
428,436,rec,2nd,c
436,444,rec,2nd,c''
444,455,rec,2nd,c'''
455,470,rec,2nd,d
470,477,rec,2nd,e
477.5,484.5,rec,2nd,e'
488,496,rec,2nd,f
496,508.5,rec,2nd,a''
509,517,rec,coda,g
517,525,rec,coda,g
525,535,rec,coda,g'
540,544,devr,d1,h
544,548,devr,d1,h
548,552,devr,d1,h
552,556,devr,d1,h
556,568,devr,d1,i
568,584,devr,d1,i
584,592,devr,d1,i
592,596,devr,rtr,h
596,600,devr,rtr,h
600,604,devr,rtr,h
604,608,devr,rtr,h
608,612,devr,rtr,h
612,616,devr,rtr,h
616,620,devr,rtr,h
620,636,devr,rtr,h'
637.5,645,recr,1st,a
645.5,653,recr,1st,b
654,661,recr,1st,b'
663.5,675,recr,tr,a''
675.5,683,recr,tr,b
684,691,recr,tr,b'
691.8,700,recr,2nd,c
700,708,recr,2nd,c
708,716,recr,2nd,c''
716,727,recr,2nd,c'''
727,742,recr,2nd,d
742,749,recr,2nd,e
749.5,756.5,recr,2nd,e'
760,768,recr,2nd,f
768,780.5,recr,2nd,a''
781,789,recr,coda,g
789,797,recr,coda,g
797,807,recr,coda,g'
