0,7,C,1,M,0,I
7,8,G,5,D7,3,V42
8,16,G,1,M,1,I6
16,23,B-,1,M,0,I
23,24,F,5,D7,3,V42
24,28,F,1,M,1,I6
28,32,F,1,m,1,i6
32,35,c,5,D7,0,V7
35,36,c,2,h7,2,ii=43
36,37,c,5,D7,0,V7
37,38,c,2,h7,2,ii=43
38,39,c,5,D7,0,V7
39,40,c,2,h7,2,ii=43
40,44,c,5,D7,0,V7
44,48,c,1,m,0,i
48,52,c,5,M,0,V
52,59,C,1,M,0,I
59,60,G,5,D7,3,V42
60,68,G,1,M,1,I6
68,75,d,1,m,0,i
75,76,a,5,D7,3,V42
76,84,a,1,m,1,i6
84,88,e,+4,a6,1,It+6
88,90,e,5,D7,0,V7
90,92,e,1,m,2,i64
92,94,e,5,D7,0,V7
94,96,e,1,m,2,i64
96,98,e,5,D7,0,V7
98,100,e,1,m,2,i64
100,102,e,5,D7,0,V7
102,104,e,1,m,2,i64
104,105,e,5,M,0,V
105,106,e,1,m,2,i64
106,107,e,5,M,0,V
107,108,e,1,m,2,i64
108,109,e,5,M,0,V
109,110,e,1,m,2,i64
110,111,e,5,M,0,V
111,112,e,1,m,2,i64
112,128,e,5,M,0,V
128,136,e,5,D7,0,V7
136,138,E,1,M,0,I
138,139,E,5,D7,0,V7
139,140,E,6,m,0,vi
140,142,E,5/6,D7,0,V7/vi
142,144,E,4,M,0,IV
144,146,E,5,D7,2,V43
146,147,E,1,M,1,I6
147,148,E,2,m7,1,ii65
148,150,E,1,M,2,I64
150,152,E,5,D7,0,V7
152,154,E,1,M,0,I
154,155,E,5,D7,0,V7
155,156,E,6,m,0,vi
156,158,E,5/6,D7,0,V7/vi
158,160,E,4,M,0,IV
160,161,E,1,M,2,I64
161,164,E,5,D7,0,V7
164,170,E,1,M,0,I
170,171,E,5,D7,0,V7
171,172,E,6,m,0,vi
172,174,E,5/6,D7,0,V7/vi
174,176,E,4,M,0,IV
176,178,E,5,D7,2,V43
178,179,E,1,M,1,I6
179,180,E,2,m7,1,ii65
180,182,E,1,M,2,I64
182,184,E,5,D7,0,V7
184,186,E,1,M,0,I
186,187,E,5,D7,0,V7
187,188,E,6,m,0,vi
188,190,E,5/6,D7,0,V7/vi
190,192,E,4,M,0,IV
192,193,E,1,M,2,I64
193,196,E,5,D7,0,V7
196,198,E,1,M,0,I
198,200,E,5,D7,0,V7
200,202,E,1,M,2,I64
202,204,E,5,D7,0,V7
204,206,E,1,M,0,I
206,208,E,5,D7,2,V43
208,210,E,1,M,1,I6
210,212,E,5,D7,3,V42
212,214,E,1,M,1,I6
214,216,E,5,D7,1,V65
216,218,E,1,M,1,I6
218,220,E,5,D7,2,V43
220,222,E,1,M,1,I6
222,224,E,5,D7,2,V43
224,226,E,1,M,1,I6
226,228,E,5,D7,2,V43
228,229,E,1,M,1,I6
229,230,E,5,D7,2,V43
230,231,E,1,M,1,I6
231,232,E,5,D7,2,V43
232,232.5,E,1,M,1,I6
232.5,233,E,5,D7,3,V42
233,233.5,E,1,M,1,I6
233.5,234,E,5,D7,3,V42
234,234.5,E,1,M,1,I6
234.5,235,E,5,D7,3,V42
235,235.5,E,1,M,1,I6
235.5,236,E,5,D7,3,V42
236,236.5,E,1,M,1,I6
236.5,244,E,5/4,D7,1,V65/IV
244,252,E,4,M,0,IV
252,260,E,5/5,D7,1,V65/V
260,276,E,1,M,2,I64
276,284,E,7,d7,0,vii-7
284,288,E,7,h7,0,vii=7
288,292,E,5,D7,1,V65
292,294,E,1,M,0,I
294,296,a,5,D7,0,V7
296,298,a,1,m,2,i64
298,300,a,5,D7,0,V7
300,302,e,4,m,0,iv
302,304,e,2,d,1,ii-6
304,306,e,1,m,2,i64
306,308,e,5,D7,0,V7
308,310,e,1,m,0,i
310,312,a,5,D7,0,V7
312,314,a,1,m,2,i64
314,316,a,5,D7,0,V7
316,318,e,4,m,0,iv
318,320,e,2,d,1,ii-6
320,322,e,1,m,2,i64
322,324,e,5,D7,0,V7
324,325,e,1,m,0,i
325,326,e,1,m,1,i6
326,328,e,2,d,1,ii-6
328,330,e,1,m,2,i64
330,332,e,5,D7,0,V7
332,333,e,6,M,0,VI
333,334,C,1,M,1,I6
334,336,C,2,m,1,ii6
336,338,C,1,M,2,I64
338,340,C,5,D7,0,V7
340,347,C,1,M,0,I
347,348,G,5,D7,3,V42
348,356,G,1,M,1,I6
356,363,B-,1,M,0,I
363,364,F,5,D7,3,V42
364,368,F,1,M,1,I6
368,372,F,1,m,1,i6
372,375,c,5,D7,0,V7
375,376,c,2,h7,2,ii=43
376,377,c,5,D7,0,V7
377,378,c,2,h7,2,ii=43
378,379,c,5,D7,0,V7
379,380,c,2,h7,2,ii=43
380,384,c,5,D7,0,V7
384,388,c,1,m,0,i
388,392,c,5,M,0,V
392,399,C,1,M,0,I
399,400,G,5,D7,3,V42
400,408,G,1,M,1,I6
408,415,d,1,m,0,i
415,416,a,5,D7,3,V42
416,424,a,1,m,1,i6
424,428,e,+4,a6,1,It+6
428,430,e,5,D7,0,V7
430,432,e,1,m,2,i64
432,434,e,5,D7,0,V7
434,436,e,1,m,2,i64
436,438,e,5,D7,0,V7
438,440,e,1,m,2,i64
440,442,e,5,D7,0,V7
442,444,e,1,m,2,i64
444,445,e,5,M,0,V
445,446,e,1,m,2,i64
446,447,e,5,M,0,V
447,448,e,1,m,2,i64
