-0.5,5.5,air,a1,a
5.5,11.5,air,a1,b
11.5,17.5,air,a1,a
17.5,23.5,air,a1,b
23.5,26.5,air,a2,c
26.5,29.5,air,a2,c
29.5,39.25,air,a2,c'
39,44.5,air,a3,a
44.5,50.5,air,a3,b
50.5,56.5,vI,v1,a
56.5,62.5,vI,v1,b
62.5,68.5,vI,v1,a
68.5,74.5,vI,v1,b
74.5,77.75,vI,v2,c
77.75,80.75,vI,v2,c
80.75,90.125,vI,v2,c'
90,95.5,vI,v3,a
95.5,101.5,vI,v3,b
101.5,107.5,vII,v1,a
107.5,113.5,vII,v1,b
113.5,119.5,vII,v1,a
119.5,125.5,vII,v1,b
125.5,128.5,vII,v2,c
128.5,131.5,vII,v2,c
131.5,141.25,vII,v2,c'
141,146.5,vII,v3,a
146.5,152.5,vII,v3,b
152.5,164.5,vIII,v1,a
164.5,176.5,vIII,v1,a
176.5,179.5,vIII,v2,c
179.5,182.5,vIII,v2,c
182.5,192.5,vIII,v2,c'
192,203.5,vIII,v3,a
203.5,209.5,vIV,v1,a
209.5,215.5,vIV,v1,b
215.5,221.5,vIV,v1,a
221.5,227.5,vIV,v1,b
227.5,230.5,vIV,v2,c
230.5,233.5,vIV,v2,c
233.5,236.5,vIV,v2,c
236.5,239.5,vIV,v2,c
239.5,243.5,vIV,v2,c
243,248.5,vIV,v3,a
248.5,254.5,vIV,v3,b
254.5,260.5,vV,v1,a
260.5,266.5,vV,v1,b
266.5,272.5,vV,v1,a
272.5,278.5,vV,v1,b
278.5,282,vV,v2,c
282,285,vV,v2,c
285,294.25,vV,v2,c
294,299.5,vV,v3,a
299.5,304.25,vV,v3,b
306,312,vV,coda,b
312,328,vV,coda,b
