-0.5,63.0,62.0,0.5,0.0,0.0,N
0.0,60.0,60.0,1.5,0.0,1.0,N
0.0,63.0,62.0,0.5,0.0,1.0,N
0.0,63.0,62.0,1.5,0.0,1.0,N
0.5,68.0,65.0,0.5,0.0,1.0,N
1.0,68.0,65.0,0.5,0.0,1.0,N
1.5,61.0,61.0,1.5,0.0,2.0,C
1.5,63.0,62.0,1.5,0.0,2.0,C
1.5,68.0,65.0,0.25,0.0,2.0,N
1.75,67.0,64.0,0.25,0.0,2.0,N
2.0,67.0,64.0,0.375,0.0,2.0,N
2.375,65.0,63.0,0.125,0.0,2.0,N
2.5,67.0,64.0,0.375,0.0,2.0,N
2.875,63.0,62.0,0.125,0.0,2.0,N
3.0,68.0,65.0,1.0,0.0,3.0,N
3.5,63.0,62.0,0.5,0.0,3.0,N
4.0,58.0,59.0,0.5,0.0,3.0,C
4.0,63.0,62.0,0.5,0.0,3.0,C
4.0,70.0,66.0,0.5,0.0,3.0,C
4.5,60.0,60.0,0.5,0.0,4.0,C
4.5,63.0,62.0,0.5,0.0,4.0,C
4.5,68.0,65.0,0.5,0.0,4.0,C
4.5,73.0,68.0,0.375,0.0,4.0,N
4.875,72.0,67.0,0.125,0.0,4.0,N
5.0,58.0,59.0,0.5,0.0,4.0,C
5.0,63.0,62.0,0.5,0.0,4.0,C
5.0,67.0,64.0,0.5,0.0,4.0,C
5.0,70.0,66.0,0.5,0.0,4.0,C
5.5,70.0,66.0,0.125,0.0,4.0,N
5.5,72.0,67.0,0.0,0.0,4.0,N
5.625,69.0,65.0,0.125,0.0,4.0,N
5.75,70.0,66.0,0.125,0.0,4.0,N
5.875,72.0,67.0,0.125,0.0,4.0,N
6.0,68.0,65.0,1.0,0.0,5.0,C
6.0,73.0,68.0,1.0,0.0,5.0,C
7.0,68.0,65.0,0.5,0.0,5.0,C
7.0,72.0,67.0,0.5,0.0,5.0,C
7.5,68.0,65.0,0.5,0.0,6.0,C
7.5,70.0,66.0,0.5,0.0,6.0,C
7.5,77.0,70.0,0.5,0.0,6.0,C
8.0,67.0,64.0,0.5,0.0,6.0,C
8.0,70.0,66.0,0.5,0.0,6.0,C
8.5,68.0,65.0,0.5,0.0,6.0,C
8.5,75.0,69.0,0.5,0.0,6.0,C
9.0,65.0,63.0,0.5,0.0,7.0,C
9.0,68.0,65.0,0.5,0.0,7.0,C
9.5,64.0,63.0,0.5,0.0,7.0,C
9.5,70.0,66.0,0.5,0.0,7.0,C
9.5,73.0,68.0,0.5,0.0,7.0,C
10.0,63.0,62.0,0.5,0.0,7.0,C
10.0,68.0,65.0,0.5,0.0,7.0,C
10.0,72.0,67.0,0.5,0.0,7.0,C
10.5,63.0,62.0,1.0,0.0,8.0,N
10.5,66.0,63.0,0.5,0.0,8.0,C
10.5,69.0,65.0,0.5,0.0,8.0,C
11.0,67.0,64.0,0.25,0.0,8.0,C
11.0,70.0,66.0,0.25,0.0,8.0,C
11.25,0.0,0.0,0.25,0.0,8.0,R
11.5,63.0,62.0,0.375,0.0,8.0,N
11.875,63.0,62.0,0.125,0.0,8.0,N
12.0,60.0,60.0,1.5,0.0,9.0,N
12.0,63.0,62.0,0.25,0.0,9.0,N
12.25,68.0,65.0,0.25,0.0,9.0,N
12.5,68.0,65.0,0.25,0.0,9.0,N
12.75,68.0,65.0,0.25,0.0,9.0,N
13.0,68.0,65.0,0.25,0.0,9.0,N
13.25,68.0,65.0,0.25,0.0,9.0,N
13.5,61.0,61.0,1.5,0.0,10.0,C
13.5,63.0,62.0,1.5,0.0,10.0,C
13.5,68.0,65.0,0.25,0.0,10.0,N
13.75,67.0,64.0,0.25,0.0,10.0,N
14.0,67.0,64.0,0.375,0.0,10.0,N
14.375,65.0,63.0,0.125,0.0,10.0,N
14.5,67.0,64.0,0.375,0.0,10.0,N
14.875,63.0,62.0,0.125,0.0,10.0,N
15.0,68.0,65.0,1.0,0.0,11.0,N
15.5,63.0,62.0,0.5,0.0,11.0,N
16.0,58.0,59.0,0.5,0.0,11.0,C
16.0,63.0,62.0,0.5,0.0,11.0,C
16.0,70.0,66.0,0.5,0.0,11.0,C
16.5,60.0,60.0,0.5,0.0,12.0,C
16.5,63.0,62.0,0.5,0.0,12.0,C
16.5,68.0,65.0,0.5,0.0,12.0,C
16.5,73.0,68.0,0.375,0.0,12.0,N
16.875,72.0,67.0,0.125,0.0,12.0,N
17.0,58.0,59.0,0.5,0.0,12.0,C
17.0,63.0,62.0,0.5,0.0,12.0,C
17.0,67.0,64.0,0.5,0.0,12.0,C
17.0,70.0,66.0,0.5,0.0,12.0,C
17.5,70.0,66.0,0.125,0.0,12.0,N
17.5,72.0,67.0,0.0,0.0,12.0,N
17.625,69.0,65.0,0.125,0.0,12.0,N
17.75,70.0,66.0,0.125,0.0,12.0,N
17.875,72.0,67.0,0.125,0.0,12.0,N
18.0,68.0,65.0,1.0,0.0,13.0,C
18.0,73.0,68.0,1.0,0.0,13.0,C
