0,3.5,intro,i1,a
3.875,7.5,intro,i1,a
7.875,11.25,intro,i1,a
11.375,16.25,intro,i1,a'
16,18.875,intro,i1,b
18.875,22.875,intro,i1,b
22.875,27,intro,i1,b
27,34.5,intro,i1,b'
36,40.25,intro,i1,b'
40,72,exp,1st,c
72,105,exp,tr,c
104,121,exp,tr,d
120,137,exp,tr,d
136,148,exp,tr,c'
148,164,exp,tr,c'
164,193,exp,tr,c'
200,217,exp,2nd,e
217,233,exp,2nd,e'
233,249,exp,2nd,e
249,265,exp,2nd,e'
265,281,exp,2nd,e
281,297,exp,2nd,e'
297,313,exp,2nd,e'
313,353,exp,2nd,e'
352,400,exp,2nd,f
400,449,exp,2nd,f
448,465,exp,2nd,g
464,481,exp,2nd,g
480,528,exp,coda,c''
528,560,exp,1st,c
560,593,exp,tr,c
592,609,exp,tr,d
608,625,exp,tr,d
624,636,exp,tr,c'
636,652,exp,tr,c'
652,681,exp,tr,c'
688,705,exp,2nd,e
705,721,exp,2nd,e'
721,737,exp,2nd,e
737,753,exp,2nd,e'
753,769,exp,2nd,e
769,785,exp,2nd,e'
785,801,exp,2nd,e'
801,841,exp,2nd,e'
840,888,exp,2nd,f
888,937,exp,2nd,f
936,953,exp,2nd,g
952,969,exp,2nd,g
968,1016,exp,coda,c''
1016,1019.5,inter,i2,a
1019.875,1023.5,inter,i2,a
1023.875,1033,inter,i2,a''
1032,1057,dev,d1,c'''
1056,1081,dev,d1,c'''
1080,1096,dev,d1,h
1096,1112,dev,d1,h
1112,1153,dev,d1,h'
1154,1185,dev,rtr,c''''
1186,1233,dev,rtr,c''''
1232,1265,dev,rtr,d'
1264,1296,rec,1st,c
1296,1314,rec,tr,c
1312,1328,rec,tr,i
1328,1344,rec,tr,i
1344,1361,rec,tr,i
1368,1385,rec,2nd,e
1384,1401,rec,2nd,e'
1400,1417,rec,2nd,e
1416,1433,rec,2nd,e'
1432,1449,rec,2nd,e
1448,1497,rec,2nd,e'
1496,1544,rec,2nd,f
1544,1593,rec,2nd,f
1592,1609,rec,2nd,g
1608,1625,rec,2nd,g
1624,1664,rec,coda,c
1665.375,1667.5,rec,coda,a
1669.375,1671.5,rec,coda,a
1673.375,1681,rec,coda,a''
1680,1721,rec,coda,c''
