0.0,60.0,1.0,0,1,N
1.0,78.0,2.0,0,1,N
3.0,79.0,2.0,0,1,N
5.0,59.0,0.5,0,1,C
5.0,55.0,0.5,0,1,C
5.5,72.0,0.5,0,1,C
5.5,68.0,0.5,0,1,C
6.0,58.0,0.5,0,1,C
6.0,54.0,0.5,0,1,C
6.5,67.0,1.0,0,2,C
6.5,63.0,1.0,0,2,C
7.5,62.0,1.0,0,2,R
8.5,77.0,0.5,0,2,N
9.0,80.0,0.5,0,2,N
9.5,74.0,0.5,0,2,N
10.0,72.0,0.5,0,2,N
10.5,62.0,1.0,0,3,N
11.5,62.0,1.0,0,3,N
12.5,59.0,2.0,0,3,N
14.5,69.0,0.5,0,3,C
14.5,65.0,0.5,0,3,C
15.0,71.0,0.5,0,3,C
15.0,67.0,0.5,0,3,C
15.5,71.0,0.5,0,3,C
15.5,67.0,0.5,0,3,C
16.0,64.0,0.5,0,4,R
16.5,62.0,3.5,0,4,N
20.0,64.0,0.5,0,4,N
20.5,62.0,0.5,0,4,N
21.0,74.0,0.5,0,4,N
21.5,64.0,0.5,0,4,N
22.0,64.0,0.5,0,4,N
22.5,64.0,0.5,0,4,N
23.0,62.0,0.5,0,4,N
23.5,77.0,2.0,0,5,N
25.5,77.0,3.0,0,5,N
28.5,77.0,2.0,0,5,N
30.5,77.0,0.5,0,5,C
30.5,73.0,0.5,0,5,C
31.0,77.0,0.5,0,5,C
31.0,73.0,0.5,0,5,C
31.5,77.0,0.5,0,5,C
31.5,73.0,0.5,0,5,C
32.0,65.0,0.5,0,6,R
32.5,65.0,0.5,0,6,C
32.5,61.0,0.5,0,6,C
33.0,63.0,0.5,0,6,C
33.0,59.0,0.5,0,6,C
33.5,65.0,2.0,0,6,R
35.5,63.0,0.5,0,6,R
36.0,67.0,2.0,0,7,R
38.0,71.0,0.5,0,7,N
38.5,65.0,0.5,0,7,R
39.0,74.0,1.0,0,7,N
40.0,56.0,1.0,0,8,N
41.0,56.0,1.0,0,8,N
42.0,56.0,2.0,0,8,R
44.0,55.0,2.0,0,9,R
46.0,53.0,0.5,0,9,N
46.5,65.0,0.5,0,9,R
47.0,76.0,0.5,0,9,N
47.5,78.0,0.5,0,9,R
48.0,79.0,1.0,0,10,R
49.0,76.0,0.5,0,10,C
49.0,72.0,0.5,0,10,C
49.5,65.0,2.0,0,10,R
51.5,68.0,0.5,0,10,R
52.0,58.0,0.5,0,11,N
52.5,58.0,0.5,0,11,N
53.0,58.0,0.5,0,11,N
53.5,58.0,0.5,0,11,R
54.0,58.0,1.0,0,11,N
55.0,58.0,1.0,0,11,N
56.0,67.0,3.0,0,12,N
59.0,67.0,1.0,0,12,C
59.0,63.0,1.0,0,12,C
60.0,63.0,1.0,0,12,C
60.0,59.0,1.0,0,12,C
61.0,63.0,1.0,0,12,C
61.0,59.0,1.0,0,12,C
62.0,77.0,1.0,0,13,C
62.0,73.0,1.0,0,13,C
63.0,77.0,1.0,0,13,C
63.0,73.0,1.0,0,13,C
64.0,77.0,3.0,0,13,N
67.0,77.0,2.0,0,13,N
69.0,77.0,0.5,0,13,N
69.5,77.0,0.5,0,13,N
70.0,77.0,0.5,0,13,N
70.5,77.0,0.5,0,13,R
71.0,74.0,1.0,0,14,C
71.0,70.0,1.0,0,14,C
72.0,71.0,1.0,0,14,C
72.0,67.0,1.0,0,14,C
