0,12,exp,1st,a
12,24,exp,1st,a
24,47,exp,1st,b
49,64.5,exp,1st,c
63,70,exp,1st,a'
69,76,exp,1st,a'
75,89,exp,1st,a''
93,108,exp,tr,d
108,120,exp,tr,d
120,132,exp,tr,d
132,142,exp,tr,d'
141,165.5,exp,tr,e
165,177,exp,2nd,f
177,189,exp,2nd,f
189,201,exp,2nd,f'
201,225.5,exp,2nd,f''
225,280,exp,2nd,f'''
282,293,exp,coda,g
294,313,exp,coda,g
315,327,exp,1st,a
327,339,exp,1st,a
339,362,exp,1st,b
364,379.5,exp,1st,c
378,385,exp,1st,a'
384,391,exp,1st,a'
390,404,exp,1st,a''
408,423,exp,tr,d
423,435,exp,tr,d
435,447,exp,tr,d
447,457,exp,tr,d'
456,480.5,exp,tr,e
480,492,exp,2nd,f
492,504,exp,2nd,f
504,516,exp,2nd,f'
516,540.5,exp,2nd,f''
540,595,exp,2nd,f'''
597,608,exp,coda,g
609,628,exp,coda,g
630,642,dev,d1,a
642,654,dev,d1,a
654,666.5,dev,d1,a''
666,687.5,dev,d2,h
689,711.5,dev,d2,h
713,721,dev,d2,h'
720,738,dev,rtr,i
738,748,dev,rtr,j
749,761,dev,rtr,j
791,787,dev,rtr,j'
788,817.5,dev,rtr,k
816,828,rec,1st,a
828,840,rec,1st,a
840,863,rec,1st,b
865,880,rec,1st,c
885,900,rec,tr,d
900,912,rec,tr,d
912,924,rec,tr,d
924,934,rec,tr,d'
933,957.5,rec,tr,e
957,969,rec,2nd,f
969,981,rec,2nd,f
981,993,rec,2nd,f'
993,1011.5,rec,2nd,f''''
1011,1023,rec,2nd,f
1023,1035,rec,2nd,f
1035,1047,rec,2nd,f'
1047,1071.5,rec,2nd,f''
1071,1126,rec,2nd,f'''
1128,1139,rec,2nd,g
1140,1162,rec,2nd,g
