0,11,c,1,m,0,i
11,12,c,5,D7,2,V43
12,23,c,7,d7,1,vii-65
23,27,c,1,m,1,i6
27,29,c,7,d7,2,vii-43
29,33,c,1,m,1,i6
33,35,c,7,d7,2,vii-43
35,39,c,1,m,1,i6
39,41,c,7,d7,2,vii-43
41,42,c,1,m,1,i6
42,44,c,7,d,1,vii-6
44,45,c,6,M,1,VI6
45,48,c,5,M,1,V6
48,51,c,7,d7,0,vii-7
51,54,c,1,m,0,i
54,57,c,2,d,1,ii-6
57,60,c,1,m,2,i64
60,63,c,5,D7,0,V7
63,69,c,1,m,0,i
69,75,c,5,M,1,V6
75,80,c,1,m,0,i
80,81,c,1,m,1,i6
81,84,c,2,d,1,ii-6
84,87,c,5,M,0,V
87,93,c,1,m,0,i
93,96,A-,1,M,2,I64
96,99,A-,5,D7,3,V42
99,102,A-,1,M,1,I6
102,105,A-,7,h7,1,vii=65
105,108,A-,1,M,0,I
108,111,f,5,D7,3,V42
111,114,f,1,m,1,i6
114,117,f,7,d7,1,vii-65
117,120,f,1,m,0,i
120,123,D-,5,D7,3,V42
123,126,D-,1,M,1,I6
126,129,D-,7,h7,1,vii=65
129,132,D-,1,M,0,I
132,135,E-,+4,a6,1,Gr+6
135,138,E-,5,M,0,V
138,141,E-,7/5,d7,0,vii-7/V
141,144,E-,5,M,0,V
144,147,E-,5,D7,0,V7
147,150,E-,1,M,2,I64
150,153,E-,5,D7,0,V7
153,156,E-,1,M,2,I64
156,159,E-,2,m,0,ii
159,162,E-,1,M,2,I64
162,165,E-,5,D7,0,V7
165,171,E-,1,M,0,I
171,177,E-,5,D7,2,V43
177,183,E-,5,D7,1,V65
183,195,E-,1,M,0,I
195,201,E-,5,D7,2,V43
201,207,E-,5,M,1,V6
207,210,E-,1,M,0,I
210,213,E-,1,M,1,I6
213,216,E-,4,M,0,IV
216,219,E-,7/5,d,0,vii-/V
219,222,E-,1,M,2,I64
222,225,E-,5,D7,0,V7
225,231,E-,1,M,0,I
231,237,E-,1,M,1,I6
237,240,E-,4,M,0,IV
240,243,E-,7/5,d,0,vii-/V
243,246,E-,1,M,2,I64
246,249,E-,7/5,d,1,vii-6/V
249,252,E-,1,M,2,I64
252,255,E-,7/5,d,1,vii-6/V
255,258,E-,1,M,2,I64
258,261,E-,7/3,d7,2,vii-43/iii
261,264,E-,1,M,2,I64
264,267,E-,7/3,d7,1,vii-65/iii
267,276,E-,1,M,2,I64
276,279,E-,5,D7,0,V7
279,282,E-,1,M,0,I
282,285,E-,5,D7,2,V43
285,288,E-,1,M,0,I
288,291,E-,5,D7,0,V7
291,294,E-,1,M,0,I
294,297,E-,5,D7,2,V43
297,300,E-,1,M,0,I
300,303,E-,5,D7,0,V7
303,306,E-,1,M,0,I
306,309,E-,5,D7,0,V7
309,315,E-,1,M,0,I
315,326,c,1,m,0,i
326,327,c,5,D7,2,V43
327,338,c,7,d7,1,vii-65
338,342,c,1,m,1,i6
342,344,c,7,d7,2,vii-43
344,348,c,1,m,1,i6
348,350,c,7,d7,2,vii-43
350,354,c,1,m,1,i6
354,356,c,7,d7,2,vii-43
356,357,c,1,m,1,i6
357,359,c,7,d,1,vii-6
359,360,c,6,M,1,VI6
360,363,c,5,M,1,V6
363,366,c,7,d7,0,vii-7
366,369,c,1,m,0,i
369,372,c,2,d,1,ii-6
372,375,c,1,m,2,i64
375,378,c,5,D7,0,V7
378,384,c,1,m,0,i
384,390,c,5,M,1,V6
390,395,c,1,m,0,i
395,396,c,1,m,1,i6
396,399,c,2,d,1,ii-6
399,402,c,5,M,0,V
402,408,c,1,m,0,i
408,411,A-,1,M,2,I64
411,414,A-,5,D7,3,V42
414,417,A-,1,M,1,I6
417,420,A-,7,h7,1,vii=65
420,423,A-,1,M,0,I
423,426,f,5,D7,3,V42
426,429,f,1,m,1,i6
429,432,f,7,d7,1,vii-65
432,435,f,1,m,0,i
435,438,D-,5,D7,3,V42
438,441,D-,1,M,1,I6
441,444,D-,7,h7,1,vii=65
444,447,D-,1,M,0,I
447,450,E-,+4,a6,1,Gr+6
450,453,E-,5,M,0,V
453,456,E-,7/5,d7,0,vii-7/V
456,459,E-,5,M,0,V
459,462,E-,5,D7,0,V7
462,465,E-,1,M,2,I64
465,468,E-,5,D7,0,V7
468,471,E-,1,M,2,I64
471,474,E-,2,m,0,ii
474,477,E-,1,M,2,I64
477,480,E-,5,D7,0,V7
480,486,E-,1,M,0,I
486,492,E-,5,D7,2,V43
492,498,E-,5,D7,1,V65
498,510,E-,1,M,0,I
510,516,E-,5,D7,2,V43
516,522,E-,5,M,1,V6
522,525,E-,1,M,0,I
525,528,E-,1,M,1,I6
528,531,E-,4,M,0,IV
531,534,E-,7/5,d,0,vii-/V
534,537,E-,1,M,2,I64
537,540,E-,5,D7,0,V7
540,546,E-,1,M,0,I
546,552,E-,1,M,1,I6
552,555,E-,4,M,0,IV
555,558,E-,7/5,d,0,vii-/V
558,561,E-,1,M,2,I64
561,564,E-,7/5,d,1,vii-6/V
564,567,E-,1,M,2,I64
567,570,E-,7/5,d,1,vii-6/V
570,573,E-,1,M,2,I64
573,576,E-,7/3,d7,2,vii-43/iii
576,579,E-,1,M,2,I64
579,582,E-,7/3,d7,1,vii-65/iii
582,591,E-,1,M,2,I64
591,594,E-,5,D7,0,V7
594,597,E-,1,M,0,I
597,600,E-,5,D7,2,V43
600,603,E-,1,M,0,I
603,606,E-,5,D7,0,V7
606,609,E-,1,M,0,I
609,612,E-,5,D7,2,V43
612,615,E-,1,M,0,I
615,618,E-,5,D7,0,V7
618,621,E-,1,M,0,I
621,624,E-,5,D7,0,V7
624,630,E-,1,M,0,I
630,639,c,5/4,M,0,V/iv
639,641,c,5/4,M,1,V6/iv
641,651,c,7,d7,2,vii-43
651,653,c,2,d,1,ii-6
653,666,f,7,d7,1,vii-65
666,672,f,1,m,0,i
672,675,f,2,d,0,ii-
675,678,f,5,D7,1,V65
678,681,f,5,D7,0,V7
681,684,f,5,D7,1,V65
684,689,f,1,m,0,i
689,690,b-,5,D7,3,V42
690,693,b-,1,m,1,i6
693,696,b-,1,m,0,i
696,699,b-,2,d,0,ii-
699,702,b-,5,D7,1,V65
702,705,b-,5,M,0,V
705,708,b-,5,D7,1,V65
708,714,b-,1,m,0,i
714,720,D-,5,D7,0,V7
720,723,D-,1,M,0,I
723,726,D-,5,D7,2,V43
726,729,D-,1,M,1,I6
729,732,D-,5,D7,1,V65
732,735,D-,1,M,0,I
735,738,D-,7/6,d,0,vii-/vi
738,741,f,4,m,0,iv
741,744,f,2,d,0,ii-
744,747,f,5,D7,1,V65
747,750,f,5,D7,0,V7
750,753,f,1,m,0,i
753,756,f,6,M,0,VI
756,759,c,5,D7,1,V65
759,762,c,5,D7,0,V7
762,765,c,1,m,0,i
765,768,c,6,M,0,VI
768,771,c,4,m,0,iv
771,774,c,2,d,0,ii-
774,777,c,5,D7,1,V65
777,780,c,5,D7,0,V7
780,783,c,1,m,0,i
783,785,c,2,d,1,ii-6
785,786,c,7/5,d7,0,vii-7/V
786,789,c,5,M,0,V
789,816,c,5,D7,0,V7
816,827,c,1,m,0,i
827,828,c,5,D7,2,V43
828,839,c,7,d7,1,vii-65
839,843,c,1,m,1,i6
843,845,c,7,d7,2,vii-43
845,849,c,1,m,1,i6
849,851,c,7,d7,2,vii-43
851,855,c,1,m,1,i6
855,857,c,7,d7,2,vii-43
857,858,c,1,m,1,i6
858,860,c,7,d,1,vii-6
860,861,c,6,M,1,VI6
861,864,c,5,M,1,V6
864,867,c,7,d7,0,vii-7
867,870,c,1,m,0,i
870,873,c,2,d,1,ii-6
873,876,c,1,m,2,i64
876,879,c,5,D7,0,V7
879,885,c,1,m,0,i
885,888,G-,1,M,2,I64
888,891,G-,5,D7,3,V42
891,894,G-,1,M,1,I6
894,897,G-,7,h7,1,vii=65
897,900,G-,1,M,0,I
900,903,G-,5,D7,3,V42
903,906,G-,1,M,1,I6
906,909,G-,7,h7,1,vii=65
909,912,G-,1,M,0,I
912,915,e-,5,D7,3,V42
915,918,e-,1,m,1,i6
918,921,e-,7,d7,1,vii-65
921,924,e-,1,m,0,i
924,927,f,+4,a6,1,Gr+6
927,930,f,5,M,0,V
930,933,f,7/5,d7,0,vii-7/V
933,936,f,5,M,0,V
936,939,f,5,D7,0,V7
939,942,f,1,m,2,i64
942,945,f,5,D7,0,V7
945,948,F,1,M,2,I64
948,951,F,5,D7,0,V7
951,954,F,1,M,2,I64
954,957,F,5,D7,0,V7
957,963,F,1,M,0,I
963,969,F,5,D7,2,V43
969,975,F,5,D7,1,V65
975,987,F,1,M,0,I
987,993,F,5,D7,2,V43
993,999,F,5,D7,1,V65
999,1005,c,4,m,0,iv
1005,1008,c,1,m,2,i64
1008,1011,c,5,D7,0,V7
1011,1017,c,1,m,0,i
1017,1023,c,5,D7,2,V43
1023,1029,c,5,D7,1,V65
1029,1041,c,1,m,0,i
1041,1047,c,5,D7,2,V43
1047,1053,c,5,D7,1,V65
1053,1056,c,1,m,0,i
1056,1059,c,5/4,M,1,V6/iv
1059,1062,c,4,m,0,iv
1062,1065,c,7/5,d,0,vii-/V
