-1,12.25,exp,1st,a
12,22,exp,1st,b
23,28.5,exp,1st,b'
28,42,exp,1st,c
43,60.25,exp,tr,a'
60,68.25,exp,tr,d
68,76.25,exp,tr,d
76,84.25,exp,tr,d'
84,117,exp,2nd,e
118,126,exp,2nd,f
126,134,exp,2nd,f
134,150,exp,2nd,f'
150,158,exp,2nd,f
158,166,exp,2nd,f
166,172.25,exp,2nd,f''
172,188.25,exp,2nd,g
188,204.5,exp,2nd,h
204.5,220.25,exp,2nd,h'
222,230,exp,coda,i
230,238,exp,coda,i
238,245.5,exp,coda,i'
244,269,exp,coda,j
271,284.25,exp,1st,a
284,294,exp,1st,b
295,300.5,exp,1st,b'
300,314,exp,1st,c
315,332.25,exp,tr,a'
332,340.25,exp,tr,d
340,348.25,exp,tr,d
348,356.25,exp,tr,d'
356,389,exp,2nd,e
390,398,exp,2nd,f
398,406,exp,2nd,f
406,422,exp,2nd,f'
422,430,exp,2nd,f
430,438,exp,2nd,f
438,444.25,exp,2nd,f''
444,460.25,exp,2nd,g
460,476.5,exp,2nd,h
476.5,492.25,exp,2nd,h'
494,502,exp,coda,i
502,510,exp,coda,i
510,517.5,exp,coda,i'
516,541,exp,coda,j
543,568.5,dev,d1,j'
570,578,dev,d1,i
578,586,dev,d1,i
586,593,dev,d1,i'
592,609,dev,d1,j''
608,625,dev,d1,j''
624,641,dev,d2,j'''
640,657,dev,d2,j''''
656,673,dev,d2,j''''
672,688.25,dev,d2,j''''
688,704,dev,rtr,j''''''
704,720,dev,rtr,j''''''
720,738,dev,rtr,j''''''
738,779,dev,rtr,j'''''''
779,792.25,rec,1st,a
792,802,rec,1st,b
803,808.5,rec,1st,b'
808,822,rec,1st,c
823,856.5,rec,tr,a''
856,864.5,rec,tr,d
864,872.5,rec,tr,d
872,880.25,rec,tr,d''
880,913,rec,2nd,e
914,922,rec,2nd,f
922,930,rec,2nd,f
930,946,rec,2nd,f'
946,954,rec,2nd,f
954,962,rec,2nd,f
962,968.25,rec,2nd,f''
968,984.25,rec,2nd,g
984,1000.5,rec,2nd,h
1000.5,1016.25,rec,2nd,h'
1018,1026,rec,coda,i
1026,1034,rec,coda,i
1034,1041.5,rec,coda,i'
1040,1065,rec,coda,j
