-1,0,E,1,M,0,I
0,1,E,5,M,1,V6
1,2,E,6,m,0,vi
2,3,E,3,m,1,iii6
3,4,E,4,M,0,IV
4,5,E,1,M,1,I6
5,6,E,5,D7,0,V7
6,8,E,1,M,0,I
8,9,E,5,M,1,V6
9,10,B,5,D7,2,V43
10,11,B,1,M,0,I
11,12,B,1,M,2,I64
12,13,B,4,M,1,IV6
13,14,B,4,M,0,IV
14,15,B,1,M,2,I64
15,16,B,5,M,0,V
16,17.5,c+,7,d7,3,vii-42
17.5,18,c+,7,d7,0,vii-7
18,19,c+,1,m,0,i
19,20.5,c+,1,m,1,i6
20.5,21,B,7,d7,0,vii-7
21,22,B,1,M,0,I
22,22.5,B,1,M,1,I6
22.5,23,B,4,M,1,IV6
23,24,B,1,M,2,I64
24,24.5,B,5,M,0,V
24.5,28,B,7/2,d7,2,vii-43/ii
28,31,B,5/6,M,0,V/vi
31,31.75,B,1,M,1,I6
31.75,32.25,B,4,M,1,IV6
32.25,33.75,B,1,M,2,I64
33.75,34.25,B,1,M,0,I
34.25,35,B,5,D7,0,V7
35,39,B,1,M,0,I
39,40,B,1,M,1,I6
40,41,B,5,M,2,V64
41,42,c+,1,m,1,i6
42,43,c+,5,M,2,V64
43,44,c+,7,d7,2,vii-43
44,45,c+,1,m,1,i6
45,46,c+,5,D7,2,V43
46,47,c+,1,m,0,i
47,48,c+,5,D7,3,V42
48,49,c+,1,m,0,i
49,50,c+,4,m,1,iv6
50,51,c+,5,M,0,V
51,52,g+,5,M,1,V6
52,53,g+,1,m,0,i
53,54,g+,5,D7,2,V43
54,55,g+,1,m,1,i6
55,56,g+,7,d7,2,vii-43
56,58,g+,7/5,d7,0,vii-7/V
58,60,g+,5,M,0,V
60,61,g+,1,m,0,i
61,62,g+,5,M,0,V
62,63,g+,1,m,0,i
63,64,g+,5,M,0,V
64,65,g+,1,m,0,i
65,66,B,5,M,0,V
66,67,B,1,M,0,I
67,68,B,5,M,0,V
68,69,B,1,M,0,I
69,70,d+,5,M,0,V
70,71,d+,1,m,0,i
71,72,d+,5,M,0,V
72,73,d+,1,m,0,i
73,74,B,5/5,M,0,V/V
74,75,B,5,M,0,V
75,76,B,1,M,2,I64
76,77,B,6,m7,3,vi42
77,78,B,5,M,0,V
78,79,B,1,M,2,I64
79,80,E,5/5,M,0,V/V
80,81,E,5,M,0,V
81,82,E,1,M,2,I64
82,83,E,6,m7,3,vi42
83,84,E,5,M,0,V
84,85,E,1,M,2,I64
85,86,E,5,M,0,V
86,87,E,5,D7,3,V42
87,88,E,1,M,1,I6
88,89,E,5,D7,2,V43
89,90,E,1,M,0,I
90,91,E,7,d7,0,vii-7
91,92,E,7/5,d7,1,vii-65/V
92,93,E,5,M,0,V
93,94,E,7/2,d,0,vii-/ii
94,95,E,5,D7,2,V43
95,96,E,5,M,1,V6
96,97,E,5,M,0,V
97,98,E,7/2,d,0,vii-/ii
98,99,E,5,D7,2,V43
99,100,E,5,M,1,V6
100,101,E,5,M,0,V
101,102,E,7/2,d,0,vii-/ii
102,103,E,5,D7,2,V43
103,104,E,6,m7,0,vi7
104,105,E,5,M,1,V6
105,106,E,1,M,0,I
106,107,E,5,M,1,V6
107,108,E,6,m,0,vi
108,109,E,3,m,1,iii6
109,110,E,4,M,0,IV
110,111,E,1,M,1,I6
111,112,E,5,D7,0,V7
112,114,E,1,M,0,I
114,115,E,5,M,1,V6
