-1,15,exp,1st,a
15,37,exp,1st,b
39,61,exp,tr,b'
63,87,exp,tr,a'
87,103,exp,2nd,c
103,119,exp,2nd,c
119,132.5,exp,2nd,d
136,148.5,exp,2nd,d
148.5,176.5,exp,2nd,e
176,210,exp,2nd,e'
210,218,exp,2nd,f
218,238,exp,2nd,f'
238,246,exp,2nd,f
246,258,exp,2nd,f'
263,279,exp,2nd,g
279,295,exp,2nd,g'
295,311,exp,2nd,g'
311,327,exp,2nd,g'
327,339,exp,2nd,g'
338,368.5,exp,2nd,h
371,384.5,exp,coda,i
387,400.5,exp,coda,i
403,417,exp,coda,i
418,434,exp,coda,j
434,450,exp,coda,j
451,491,exp,pass,a''
495,511,exp,1st,a
511,533,exp,1st,b
535,557,exp,tr,b'
559,583,exp,tr,a'
583,599,exp,2nd,c
599,615,exp,2nd,c
615,628.5,exp,2nd,d
632,644.5,exp,2nd,d
644.5,672.5,exp,2nd,e
672,706,exp,2nd,e'
706,714,exp,2nd,f
714,734,exp,2nd,f'
734,742,exp,2nd,f
742,754,exp,2nd,f'
759,775,exp,2nd,g
775,791,exp,2nd,g'
791,807,exp,2nd,g'
807,823,exp,2nd,g'
823,835,exp,2nd,g'
834,864.5,exp,2nd,h
867,880.5,exp,coda,i
883,896.5,exp,coda,i
899,913,exp,coda,i
914,930,exp,coda,j
930,946,exp,coda,j
947,987,exp,pass,a''
991,1024,exp,pass,a'''
1024,1040.5,dev,d1,k
1043,1056.5,dev,d1,k
1059,1089,dev,d1,a''''
1091,1121,dev,d1,a''''
1123,1160.5,dev,rtr,a'''''
1161,1127,dev,rtr,a''''''
1127,1243,rec,1st,a
1243,1265,rec,1st,b
1267,1309,rec,tr,b''
1311,1327,rec,2nd,c
1327,1343,rec,2nd,c
1343,1356.5,rec,2nd,d
1360,1372.5,rec,2nd,d
1372.5,1400.4,rec,2nd,e''
1400,1426,rec,2nd,e'''
1426,1434,rec,2nd,f
1434,1454,rec,2nd,f'
1454,1462,rec,2nd,f
1462,1478,rec,2nd,f'
1483,1499,rec,2nd,g
1499,1515,rec,2nd,g'
1515,1531,rec,2nd,g'
1531,1547,rec,2nd,g'
1547,1559,rec,2nd,g'
1558,1588.5,rec,2nd,h
1591,1604.5,rec,coda,i
1607,1620.5,rec,coda,i
1634,1637,rec,coda,i
1638,1654,rec,coda,j
1654,1685,rec,coda,j''
1687,1715,rec,coda,a''
1715,1800.5,rec,coda,a'''''''
1803,1868,rec,coda,a''''''''
