0,7,d,5,M,1,V6
7,8,d,5,D7,1,V65
8,9,d,1,m,0,i
9,10,d,5,M,2,V64
10,11,d,1,m,1,i6
11,12,d,5,D7,1,V65
12,13,d,1,m,0,i
13,14,d,5,M,2,V64
14,15,d,1,m,1,i6
15,16,d,5/4,D7,1,V65/iv
16,17,d,4,m,0,iv
17,18,d,1,m,2,i64
18,19,d,4,m,1,iv6
19,20,d,+4,a6,1,It+6
20,22,d,7/5,d7,2,vii-43/V
22,24,d,5,M,0,V
24,31,d,5/3,M,1,V6/III
31,32,d,5/3,D7,1,V65/III
32,35,d,3,M,0,III
35,36,d,5/4,D7,1,V65/iv
36,39,d,4,m,0,iv
39,41,d,-2,M,1,N6
41,45,d,7,d7,2,vii-43
45,48,d,7/5,d7,0,vii-7/V
48,78,d,1,m,2,i64
78,80,d,5,D7,0,V7
80,96,d,1,m,0,i
96,112,d,5,D7,2,V43
112,120,d,1,m,1,i6
120,128,a,5,M,1,V6
128,136,a,6,M,1,VI6
136,144,a,7,d,1,vii-6
144,148,a,1,m,1,i6
148,160,a,7/5,d7,0,vii-7/V
160,176,a,5,D7,0,V7
176,192,a,1,m,2,i64
192,216,a,5,D7,0,V7
216,218,a,1,m,1,i6
218,224,a,-2,M,1,N6
224,226,a,1,m,1,i6
226,232,a,-2,M,1,N6
232,234,a,1,m,1,i6
234,237,a,-2,M,1,N6
237,238,a,5/5,M,1,V6/V
238,241,a,1,m,2,i64
241,242,a,5/4,M,2,V64/iv
242,243,a,4,m,1,iv6
243,244,a,5/4,M,1,V6/iv
244,245,a,4,m,0,iv
245,246,a,-2,M,1,N6
246,247,a,1,m,2,i64
247,248,a,5,M,0,V
248,250,a,1,m,0,i
250,256,a,-2,M,0,bII
256,258,a,5/4,M,0,V/iv
258,264,a,-2,M,0,bII
264,266,a,5/4,M,0,V/iv
266,272,a,-2,M,0,bII
272,276,a,5/3,D7,0,V7/III
276,280,a,3,M,0,III
280,284,a,5,D7,0,V7
284,288,a,1,m,0,i
288,292,a,7/3,h7,1,vii=65/III
292,296,a,5,M,0,V
296,298,a,1,m,2,i64
298,300,a,5,D7,0,V7
300,302,a,1,m,2,i64
302,304,a,5,M,0,V
304,306,a,1,m,1,i6
306,308,a,5,D7,0,V7
308,310,a,1,m,2,i64
310,312,a,5,M,0,V
312,314,a,1,m,2,i64
314,316,a,5,D7,0,V7
316,318,a,1,m,2,i64
318,320,a,5,M,0,V
320,322,a,1,m,1,i6
322,324,a,5,D7,0,V7
324,326,a,1,m,2,i64
326,328,a,5,M,0,V
328,330,a,1,m,2,i64
330,332,a,5,D7,0,V7
332,334,a,1,m,2,i64
334,336,a,5,M,0,V
336,338,a,1,m,0,i
338,340,a,5,M,0,V
340,342,a,1,m,0,i
342,344,a,5,M,0,V
344,368,a,1,m,0,i
368,375,d,5,M,1,V6
375,376,d,5,D7,1,V65
376,377,d,1,m,0,i
377,378,d,5,M,2,V64
378,379,d,1,m,1,i6
379,380,d,5,D7,1,V65
380,381,d,1,m,0,i
381,382,d,5,M,2,V64
382,383,d,1,m,1,i6
383,384,d,5/4,D7,1,V65/iv
384,385,d,4,m,0,iv
385,386,d,1,m,2,i64
386,387,d,4,m,1,iv6
387,388,d,+4,a6,1,It+6
388,390,d,7/5,d7,2,vii-43/V
390,392,d,5,M,0,V
392,399,d,5/3,M,1,V6/III
399,400,d,5/3,D7,1,V65/III
400,403,d,3,M,0,III
403,404,d,5/4,D7,1,V65/iv
404,407,d,4,m,0,iv
407,409,d,-2,M,1,N6
409,413,d,7,d7,2,vii-43
413,416,d,7/5,d7,0,vii-7/V
416,446,d,1,m,2,i64
446,448,d,5,D7,0,V7
448,464,d,1,m,0,i
464,480,d,5,D7,2,V43
480,488,d,1,m,1,i6
488,496,a,5,M,1,V6
496,504,a,6,M,1,VI6
504,512,a,7,d,1,vii-6
512,516,a,1,m,1,i6
516,528,a,7/5,d7,0,vii-7/V
528,544,a,5,D7,0,V7
544,560,a,1,m,2,i64
560,584,a,5,D7,0,V7
584,586,a,1,m,1,i6
586,592,a,-2,M,1,N6
592,594,a,1,m,1,i6
594,600,a,-2,M,1,N6
600,602,a,1,m,1,i6
602,605,a,-2,M,1,N6
605,606,a,5/5,M,1,V6/V
606,609,a,1,m,2,i64
609,610,a,5/4,M,2,V64/iv
610,611,a,4,m,1,iv6
611,612,a,5/4,M,1,V6/iv
612,613,a,4,m,0,iv
613,614,a,-2,M,1,N6
614,615,a,1,m,2,i64
615,616,a,5,M,0,V
616,618,a,1,m,0,i
618,624,a,-2,M,0,bII
624,626,a,5/4,M,0,V/iv
626,632,a,-2,M,0,bII
632,634,a,5/4,M,0,V/iv
634,640,a,-2,M,0,bII
640,644,a,5/3,D7,0,V7/III
644,648,a,3,M,0,III
648,652,a,5,D7,0,V7
652,656,a,1,m,0,i
656,660,a,7/3,h7,1,vii=65/III
660,664,a,5,M,0,V
664,666,a,1,m,2,i64
666,668,a,5,D7,0,V7
668,670,a,1,m,2,i64
670,672,a,5,M,0,V
672,674,a,1,m,1,i6
674,676,a,5,D7,0,V7
676,678,a,1,m,2,i64
678,680,a,5,M,0,V
680,682,a,1,m,2,i64
682,684,a,5,D7,0,V7
