0,12.25,exp,1st,a
12,24,exp,1st,b
24,33.125,exp,1st,c
33,45.125,exp,tr,d
45,57.25,exp,tr,d'
57,68.25,exp,tr,e
68,81.25,exp,tr,f
81,99.5,exp,2nd,g
99,111,exp,coda,h
111,117.25,dev,d1,i
117,129,dev,d1,a'
129,141.25,dev,rtr,a''
141,153.25,dev,rtr,a''
153,165.125,dev,rtr,a'''
165,177.125,rec,1st,a
177,186.25,rec,1st,a''''
186,197,rec,1st,b
197.5,207.125,rec,1st,j
207,225,rec,tr,d''
225,234.25,rec,tr,e'
234,258.25,rec,tr,e
258,276.5,rec,2nd,g
276,288,rec,coda,h
288,312.125,rec,coda,h'
312,330,rec,coda,d''
330,246,rec,coda,k
