0,3,A-,1,M,0,I
3,6,A-,5,D7,2,V43
6,9,A-,1,M,1,I6
9,12,A-,5,D7,0,V7
12,15,A-,1,M,0,I
15,18,A-,5,D7,2,V43
18,21,A-,5,D7,3,V42
21,24,A-,1,M,0,I
24,27,A-,5/4,D7,3,V42/IV
27,29,A-,4,M,1,IV6
29,29.5,A-,1,M,2,I64
29.5,30,A-,2,m7,1,ii65
30,32,A-,1,M,2,I64
32,33,A-,5,D7,0,V7
33,36,A-,1,M,0,I
36,39,A-,5,D7,2,V43
39,42,A-,1,M,1,I6
42,45,A-,5,D7,1,V65
45,48,A-,1,M,0,I
48,50,A-,5/5,D7,3,V42/V
50,51,A-,5,M,0,V
51,53,A-,5/5,D7,1,V65/V
53,54,A-,5,D7,3,V42
54,54.5,A-,1,M,1,I6
54.5,55.5,E-,+4,a6,1,It+6
55.5,56,E-,1,M,2,I64
56,56.5,E-,4,M,0,IV
56.5,57,E-,1,M,1,I6
57,58,E-,4,M,0,IV
58,59,E-,1,M,1,I6
59,60,E-,2,m,0,ii
60,61,E-,1,M,1,I6
61,62,E-,2,m,0,ii
62,63,E-,1,M,1,I6
63,64,E-,4,M,0,IV
64,65,E-,1,M,1,I6
65,66,E-,2,m,0,ii
66,67,E-,1,M,1,I6
67,68,E-,2,m,0,ii
68,68.25,E-,1,M,1,I6
68.25,68.5,E-,5,D7,3,V42
68.5,68.75,E-,1,M,1,I6
68.75,69,E-,5,D7,3,V42
69,70,E-,1,M,1,I6
70,71,E-,5,D7,3,V42
71,71.25,E-,1,M,1,I6
71.25,71.5,E-,5/5,D7,0,V7/V
71.5,71.75,E-,1,M,1,I6
71.75,72,E-,5/5,D7,0,V7/V
72,73,E-,1,M,1,I6
73,74,E-,5/5,D7,0,V7/V
74,75,E-,5/5,D7,3,V42/V
75,76,E-,5,M,1,V6
76,77,E-,5/5,D7,2,V43/V
77,78,E-,5,M,0,V
78,80,E-,5,D7,3,V42
80,81,E-,5,M,0,V
81,84,E-,1,M,0,I
84,90,E-,1,M,1,I6
90,92,E-,2,m7,1,ii65
92,93,E-,5,M,0,V
93,94,E-,5/5,M,2,V64/V
94,95,E-,7,d7,0,vii-7
95,96,E-,1,M,0,I
96,98,E-,4,M,0,IV
98,99,E-,5,D7,0,V7
99,101,E-,1,M,0,I
101,102,E-,5,D7,0,V7
102,104,E-,1,M,0,I
104,105,E-,5,D7,0,V7
105,114,E-,1,M,0,I
114,117,f,6,M,0,VI
117,120,f,1,m,0,i
120,126,f,5,D7,0,V7
126,132,f,1,m,0,i
132,135,f,5,D7,0,V7
135,138,f,1,m,0,i
138,141,D-,5,D7,2,V43
141,144,D-,1,M,0,I
144,147,D-,5,D7,0,V7
147,150,b-,1,m,1,i6
150,153,b-,5,D7,2,V43
153,156,b-,1,m,0,i
156,159,b-,5,D7,0,V7
159,162,A-,2,m,0,ii
162,165,A-,5,D7,1,V65
165,168,A-,1,M,0,I
168,171,A-,5,D7,2,V43
171,172.5,A-,1,M,1,I6
172.5,173,A-,7/3,d7,0,vii-7/iii
173,173.5,A-,1,M,1,I6
173.5,174,A-,4,M,0,IV
