0.0,60.0,1.0,0,1,N
1.0,58.0,0.333333333,0,1,N
1.333333333,79.0,0.333333333,0,1,N
1.666666666,79.0,0.333333333,0,1,N
2.0,77.0,0.333333333,0,1,N
2.333333333,65.0,0.333333333,0,1,N
2.666666666,62.0,0.333333333,0,1,N
3.0,62.0,0.333333333,0,1,N
3.333333333,60.0,0.333333333,0,1,N
3.666666666,57.0,0.333333333,0,1,N
4.0,65.0,1.0,0,2,N
5.0,64.0,1.0,0,2,N
6.0,64.0,1.0,0,2,N
7.0,81.0,0.5,0,2,R
7.5,60.0,0.5,0,2,N
8.0,71.0,2.0,0,3,N
10.0,69.0,0.5,0,3,N
10.5,72.0,0.5,0,3,N
11.0,70.0,0.5,0,3,N
11.5,58.0,0.5,0,3,N
12.0,71.0,0.5,0,4,N
12.5,62.0,0.5,0,4,N
13.0,62.0,0.5,0,4,N
13.5,66.0,0.5,0,4,N
14.0,74.0,1.0,0,4,N
15.0,74.0,0.333333333,0,4,N
15.333333333,65.0,0.333333333,0,4,N
15.666666666,66.0,0.333333333,0,4,N
16.0,57.0,1.0,0,5,N
17.0,67.0,0.333333333,0,5,N
17.333333333,71.0,0.333333333,0,5,N
17.666666666,65.0,0.333333333,0,5,N
18.0,67.0,1.0,0,5,N
19.0,60.0,0.5,0,5,N
19.5,57.0,0.5,0,5,N
20.0,64.0,0.5,0,5,N
20.5,64.0,0.5,0,5,R
21.0,67.0,2.0,0,6,N
23.0,65.0,0.5,0,6,C
23.0,61.0,0.5,0,6,C
23.5,67.0,0.5,0,6,C
23.5,63.0,0.5,0,6,C
24.0,65.0,0.5,0,6,C
24.0,61.0,0.5,0,6,C
24.5,65.0,0.5,0,6,C
24.5,61.0,0.5,0,6,C
25.0,60.0,1.0,0,6,R
26.0,69.0,0.5,0,6,R
26.5,69.0,1.0,0,7,N
27.5,72.0,0.333333333,0,7,N
27.833333333,59.0,0.333333333,0,7,N
28.166666666,65.0,0.333333333,0,7,N
28.5,72.0,1.0,0,7,N
29.5,71.0,0.5,0,7,N
30.0,70.0,0.5,0,7,N
30.5,67.0,0.5,0,7,N
31.0,65.0,0.5,0,7,N
31.5,67.0,0.5,0,8,N
32.0,62.0,0.5,0,8,N
32.5,64.0,0.5,0,8,N
33.0,64.0,0.5,0,8,R
33.5,69.0,0.5,0,8,C
33.5,65.0,0.5,0,8,C
34.0,71.0,0.5,0,8,C
34.0,67.0,0.5,0,8,C
34.5,69.0,0.5,0,8,C
34.5,65.0,0.5,0,8,C
35.0,64.0,0.5,0,8,C
35.0,60.0,0.5,0,8,C
35.5,67.0,0.5,0,9,R
36.0,59.0,0.5,0,9,C
36.0,55.0,0.5,0,9,C
36.5,57.0,0.5,0,9,C
36.5,53.0,0.5,0,9,C
37.0,65.0,2.0,0,9,R
39.0,65.0,0.5,0,9,R
39.5,69.0,1.0,0,10,N
40.5,67.0,1.0,0,10,N
41.5,76.0,1.0,0,10,N
42.5,78.0,0.333333333,0,10,N
42.833333333,58.0,0.333333333,0,10,N
43.166666666,58.0,0.333333333,0,10,N
43.5,67.0,1.0,0,11,N
44.5,63.0,1.0,0,11,C
44.5,59.0,1.0,0,11,C
45.5,65.0,1.0,0,11,R
46.5,64.0,2.0,0,12,C
46.5,60.0,2.0,0,12,C
48.5,79.0,1.5,0,12,N
50.0,71.0,0.5,0,12,N
50.5,69.0,0.5,0,12,N
51.0,77.0,0.5,0,12,N
51.5,78.0,0.5,0,12,N
52.0,76.0,0.5,0,12,N
52.5,64.0,3.0,0,13,N
55.5,77.0,1.0,0,13,C
55.5,73.0,1.0,0,13,C
56.5,77.0,3.0,0,13,N
59.5,57.0,2.0,0,13,N
61.5,77.0,0.25,0,13,N
61.75,71.0,0.25,0,13,N
62.0,72.0,2.0,0,14,N
64.0,71.0,0.5,0,14,N
64.5,71.0,0.5,0,14,N
65.0,69.0,0.5,0,14,N
