0.0,48.0,1.0,1,1,N
1.0,41.0,1.0,1,1,N
2.0,31.0,1.0,1,1,N
3.0,55.0,1.0,1,1,N
4.0,53.0,0.5,1,1,N
4.5,35.0,4.0,1,2,N
8.5,35.0,2.0,1,2,N
10.5,38.0,0.5,1,3,C
10.5,34.0,0.5,1,3,C
11.0,29.0,2.0,1,3,R
13.0,53.0,1.0,1,3,R
14.0,19.0,0.5,1,3,R
14.5,45.0,1.0,1,4,C
14.5,41.0,1.0,1,4,C
15.5,47.0,1.0,1,4,N
16.5,41.0,1.0,1,4,N
17.5,31.0,0.5,1,4,N
18.0,35.0,1.0,1,4,N
19.0,41.0,0.5,1,4,N
19.5,36.0,1.0,1,5,N
20.5,48.0,1.0,1,5,N
21.5,52.0,1.0,1,5,N
22.5,57.0,0.5,1,5,N
23.0,36.0,2.0,1,5,C
23.0,32.0,2.0,1,5,C
25.0,55.0,2.0,1,6,C
25.0,51.0,2.0,1,6,C
27.0,35.0,2.0,1,6,R
29.0,40.0,1.0,1,7,R
30.0,40.0,1.0,1,7,N
31.0,43.0,0.5,1,7,N
31.5,40.0,0.5,1,7,N
32.0,40.0,0.5,1,7,N
32.5,43.0,0.5,1,7,N
33.0,45.0,0.5,1,8,N
33.5,38.0,0.5,1,8,N
34.0,40.0,0.5,1,8,N
34.5,41.0,0.5,1,8,N
35.0,41.0,0.5,1,8,N
35.5,40.0,0.5,1,8,N
36.0,45.0,0.5,1,8,N
36.5,55.0,0.5,1,8,N
37.0,55.0,1.0,1,9,C
37.0,51.0,1.0,1,9,C
38.0,48.0,1.0,1,9,N
39.0,33.0,1.0,1,9,C
39.0,29.0,1.0,1,9,C
40.0,33.0,1.0,1,9,R
41.0,29.0,0.333333333,1,10,N
41.333333333,38.0,0.333333333,1,10,N
41.666666666,36.0,0.333333333,1,10,N
42.0,37.0,0.333333333,1,10,N
42.333333333,35.0,0.333333333,1,10,N
42.666666666,38.0,0.333333333,1,10,N
43.0,37.0,0.333333333,1,10,N
43.333333333,43.0,0.333333333,1,10,N
43.666666666,36.0,0.333333333,1,10,N
44.0,38.0,0.333333333,1,10,N
44.333333333,45.0,0.333333333,1,10,N
44.666666666,50.0,0.333333333,1,10,N
45.0,55.0,0.333333333,1,11,N
45.333333333,50.0,0.333333333,1,11,N
45.666666666,36.0,0.333333333,1,11,N
46.0,38.0,0.333333333,1,11,N
46.333333333,38.0,0.333333333,1,11,N
46.666666666,36.0,0.333333333,1,11,N
47.0,43.0,0.333333333,1,11,N
47.333333333,36.0,0.333333333,1,11,N
47.666666666,40.0,0.333333333,1,11,N
48.0,53.0,0.333333333,1,11,N
48.333333333,41.0,0.333333333,1,11,N
48.666666666,38.0,0.333333333,1,11,N
49.0,35.0,1.0,1,12,N
50.0,38.0,1.0,1,12,N
51.0,38.0,1.0,1,12,N
52.0,40.0,1.0,1,12,N
53.0,35.0,0.5,1,12,N
53.5,35.0,0.5,1,12,N
54.0,35.0,0.5,1,13,N
54.5,35.0,0.5,1,13,C
54.5,31.0,0.5,1,13,C
55.0,38.0,0.5,1,13,C
55.0,34.0,0.5,1,13,C
55.5,40.0,0.5,1,13,C
55.5,36.0,0.5,1,13,C
56.0,35.0,0.5,1,13,R
56.5,40.0,0.5,1,13,C
56.5,36.0,0.5,1,13,C
57.0,35.0,0.5,1,13,C
57.0,31.0,0.5,1,13,C
57.5,38.0,0.5,1,13,C
57.5,34.0,0.5,1,13,C
58.0,19.0,0.5,1,14,R
58.5,24.0,0.5,1,14,C
58.5,20.0,0.5,1,14,C
59.0,48.0,0.5,1,14,C
59.0,44.0,0.5,1,14,C
59.5,43.0,0.5,1,14,C
59.5,39.0,0.5,1,14,C
60.0,48.0,0.5,1,14,R
60.5,48.0,0.5,1,14,C
60.5,44.0,0.5,1,14,C
61.0,29.0,0.5,1,14,C
61.0,25.0,0.5,1,14,C
61.5,33.0,0.5,1,14,C
61.5,29.0,0.5,1,14,C
62.0,35.0,0.5,1,15,R
62.5,43.0,0.5,1,15,C
62.5,39.0,0.5,1,15,C
63.0,45.0,0.5,1,15,C
63.0,41.0,0.5,1,15,C
63.5,41.0,0.5,1,15,C
63.5,37.0,0.5,1,15,C
64.0,40.0,0.5,1,15,R
64.5,40.0,0.5,1,15,C
64.5,36.0,0.5,1,15,C
65.0,40.0,0.5,1,15,C
65.0,36.0,0.5,1,15,C
65.5,43.0,0.5,1,15,C
65.5,39.0,0.5,1,15,C
66.0,43.0,0.5,1,16,R
66.5,31.0,0.5,1,16,C
66.5,27.0,0.5,1,16,C
