-0.5,17,B-,1,M,0,I
17,18,B-,7/5,h7,0,vii=7/V
18,19,B-,5,M,0,vii=7/V
19,20,B-,7/2,d7,0,vii-7/ii
20,21,B-,2,m,0,ii
21,22,B-,7/6,d7,0,vii-7/vi
22,23,B-,6,m,0,vi
23,24,B-,4,M,0,IV
24,25,B-,1,M,1,I6
25,26,B-,1,m,1,i6
26,27,B-,2,m,0,ii
27,28,B-,5,M,0,V
28,29,B-,1,M,0,I
29,30,B-,1,m,1,ii6
30,32,B-,5,M,0,V
32,33,B-,1,M,0,I
33,34,B-,7/5,h7,0,vii=7/V
34,35,B-,5,M,0,vii=7/V
35,36,B-,7/2,d7,0,vii-7/ii
36,37,B-,2,m,0,ii
37,38,B-,7/6,d7,0,vii-7/vi
38,39,B-,6,m,0,vi
39,40,B-,4,M,0,IV
40,41,B-,1,M,1,I6
41,42,B-,1,m,1,i6
42,43,B-,2,m,0,ii
43,44,B-,5,M,0,V
44,45,B-,1,M,0,I
45,46,B-,4,m,1,iv6
46,47,B-,5,M,0,V
47,48,B-,5,D7,3,V42
48,49,B-,1,M,1,I6
49,50,B-,1,m,1,i6
50,51,B-,2,m,0,ii
51,52,B-,5,D7,0,V7
52,53,B-,1,M,0,I
53,54,B-,4,m,1,iv6
54,55,B-,5,M,0,V
55,56,B-,5,D7,3,V42
56,57,B-,1,M,1,I6
57,58,B-,7/5,d7,3,vii-42/V
58,59,B-,-7,M,1,bVII6
59,60,B-,7/6,d7,0,vii-7/vi
60,61,B-,6,m,0,vi
61,62,B-,4,M,0,IV
62,63,B-,1,M,2,I64
63,64,B-,5,M,0,V
64,66,B-,1,M,0,I
66,68,B-,1,M,1,I6
68,69,B-,1,M,2,I64
69,70,B-,1,M,1,I6
70,71,B-,1,M,2,I64
71,72,B-,2,m7,1,ii65
72,74,B-,4,M,1,IV6
74,76,B-,2,m7,1,ii65
76,77,B-,4,M,1,IV6
77,78,B-,7/3,d7,1,vii-65/iii
78,79,B-,4,m,1,iv6
79,80,B-,1,M,2,I64
80,82,B-,5/4,D7,0,V7/IV
82,84,B-,1,M,2,I64
84,85,B-,5/4,D7,3,V42/IV
85,86,B-,1,a,2,I+64
86,87,B-,5/4,D7,3,V42/IV
87,88,B-,4,M,1,IV6
88,90,B-,4,M,2,IV64
90,92,B-,4,M,1,IV6
92,93,B-,4,M,2,IV64
93,94,B-,7/3,d7,3,vii-42/iii
94,95,B-,4,m,1,iv6
95,96,B-,1,M,0,I
96,97,B-,5/4,D7,0,V7/IV
97,98,B-,1,a,0,I+
98,99,B-,5/4,D7,0,V7/IV
99,100,B-,4,M,2,IV64
100,101,B-,2,m7,3,ii42
101,102,B-,-7,M,1,bVII6
102,103,B-,2,m7,3,ii42
