0,12,intro,i1,a
12,22.5,intro,i1,a'
23.25,32,intro,i1,b
32,48.5,exp,1st,c
45,64,exp,1st,d
64,80.5,exp,tr,d'
80,104,exp,tr,e
104,164.5,exp,tr,f
164,180.5,exp,2nd,g
180,196.5,exp,2nd,g
196,227,exp,coda,h
227,247,exp,coda,i
244,260.5,exp,1st,c
257,276,exp,1st,d
276,292.5,exp,tr,d'
292,316,exp,tr,e
316,376.5,exp,tr,f
376,392.5,exp,2nd,g
392,408.5,exp,2nd,g
408,439,exp,coda,h
439,459,exp,coda*,i
456,468,dev,d1,c'
468,484,dev,d1,c''
484,500,dev,d1,c''
500,516,dev,d1,c''
516,553,dev,d1,c'''
552,619,dev,rtr,j
616,632.5,rec,1st,c
632,648,rec,1st,d
648,644.5,rec,tr,d'
664,684,rec,tr,e
684,744.5,rec,tr,f
744,760.5,rec,2nd,g
760,776.5,rec,2nd,g
776,807,rec,coda,h
807,827,rec,coda,i
824,844.5,rec,coda,c''''
844,860,rec,coda,d
860,876,rec,coda,d
876,892,rec,coda,d
892,900,rec,coda,d''
900,964.5,rec,coda,k
964,980.5,rec,coda,l
980,1012.5,rec,coda,l'
1012,1028.5,rec,coda,l
1028,1072,rec,coda,l''
1068,1149,rec,coda,k'
1148,1197,rec,coda,m
