-1,10,A,a1,a
11,22,A,a1,a
23,29,A,a1,b
29,35,A,a1,b
35,47,A,a1,b'
47,53,A,a1,b
53,59,A,a1,b
59,71,A,a1,b'
71,83.33333333333333,B,b1,c
83.33333333333333,113,B,b1,c'
113,125.33333333333333,B,b1,c
125.33333333333333,160.33333333333334,B,b1,c'
160.33333333333334,166.33333333333334,B,b2,d
166.33333333333334,173,B,b2,d
174,208,B,b2,e
206,217,A,a1,a
218,229,A,a1,a
230,236,A,a1,b
236,241,A,a1,b
242,254,A,a1,b'
254,259.25,A,a1,b
259.25,265.25,A,a1,b
265.25,278,A,a1,b'
278,290.3333333333333,B,b1,c
290.3333333333333,314,B,b1,c''
314,325,A,a1,a
326,336.25,A,a1,a
338,344,A,a1,b
344,350,A,a1,b
350,361,A,a1,b'
362,367.1666666666667,A,a1,b
367.1666666666667,373.1666666666667,A,a1,b
373.1666666666667,406,A,a1,b''
407,413,A,coda,a'
413,418,A,coda,a'
419,425,A,coda,a'
425,430,A,coda,a'
431,460,A,coda,a''
